CAMPUS,DNAME,CNAME,GRADE,District Type,School Street Address,School City,School Zip,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level
15904116,HARLANDALE ISD,E.H. GILBERT EL,4,INDEPENDENT,931 E SOUTHCROSS BLVD,SAN ANTONIO,78214-1896,19.0,34.0,16.0,9.0
15905104,EDGEWOOD ISD,ROY CISNEROS EL,4,INDEPENDENT,3011 RUIZ,SAN ANTONIO,78237-2169,22.0,56.0,37.0,22.0
15905106,EDGEWOOD ISD,ALONSO S. PERAL,4,INDEPENDENT,1507 CERALVO ST,SAN ANTONIO,78237-4312,34.0,26.0,9.0,6.0
15905108,EDGEWOOD ISD,GARDENDALE ELEM,4,INDEPENDENT,1731 DAHLGREEN ST,SAN ANTONIO,78237-3631,37.0,37.0,16.0,10.0
15905109,EDGEWOOD ISD,L.B. JOHNSON EL,4,INDEPENDENT,6515 W COMMERCE ST,SAN ANTONIO,78227-1598,40.0,41.0,13.0,5.0
15905110,EDGEWOOD ISD,LAS PALMAS ELEM,4,INDEPENDENT,115 LAS PALMAS DR,SAN ANTONIO,78237-3142,49.0,35.0,17.0,6.0
15905112,EDGEWOOD ISD,LOMA PARK ELEM.,4,INDEPENDENT,400 AURORA DR,SAN ANTONIO,78228-5999,49.0,33.0,15.0,2.0
15905113,EDGEWOOD ISD,ROOSEVELT ELEM.,4,INDEPENDENT,3823 FORTUNA CT,SAN ANTONIO,78237-1359,51.0,23.0,8.0,1.0
15905114,EDGEWOOD ISD,STAFFORD ELEM.,4,INDEPENDENT,415 SW 36TH ST,SAN ANTONIO,78237-2607,18.0,49.0,25.0,19.0
15905116,EDGEWOOD ISD,WINSTON ELEM.,4,INDEPENDENT,2500 S GENERAL MCMULLEN DR,SAN ANTONIO,78226-1699,47.0,33.0,14.0,6.0
15905117,EDGEWOOD ISD,H.B. GONZALEZ E,4,INDEPENDENT,2803 CASTROVILLE RD,SAN ANTONIO,78237-2253,51.0,30.0,19.0,11.0
15906101,RANDOLPH FIELD,RANDOLPH ELEM.,4,INDEPENDENT,P O BOX 2217,UNIVERSAL CITY,78148-1217,6.0,95.0,83.0,63.0
15907026,SAN ANTONIO ISD,ADVANCED LEARNI,4,INDEPENDENT,621 W EUCLID,SAN ANTONIO,78212,16.0,47.0,27.0,16.0
15907101,SAN ANTONIO ISD,ARNOLD ELEM.,4,INDEPENDENT,467 FREILING DR,SAN ANTONIO,78213-3907,23.0,28.0,13.0,5.0
15907103,SAN ANTONIO ISD,CHARLES C. BALL,4,INDEPENDENT,343 KOEHLER CT,SAN ANTONIO,78223-2999,32.0,34.0,20.0,8.0
15907105,SAN ANTONIO ISD,BASKIN ELEM.,4,INDEPENDENT,630 CRESTVIEW DR,SAN ANTONIO,78201-6622,25.0,47.0,28.0,15.0
15907106,SAN ANTONIO ISD,BEACON HILL ACA,4,INDEPENDENT,1411 W ASHBY PL,SAN ANTONIO,78201-6337,15.0,19.0,8.0,4.0
15907107,SAN ANTONIO ISD,BONHAM ACAD.,4,INDEPENDENT,925 S ST MARY'S ST,SAN ANTONIO,78205-3410,20.0,35.0,20.0,14.0
15907110,SAN ANTONIO ISD,J.T. BRACKENRID,4,INDEPENDENT,1214 GUADALUPE ST,SAN ANTONIO,78207-5597,33.0,35.0,19.0,9.0
15907112,SAN ANTONIO ISD,BRISCOE ELEM.,4,INDEPENDENT,2015 S FLORES ST,SAN ANTONIO,78204-1990,20.0,30.0,21.0,11.0
15907114,SAN ANTONIO ISD,CAMERON ELEM.,4,INDEPENDENT,3635 BELGIUM LN,SAN ANTONIO,78219,23.0,29.0,16.0,11.0
15907116,SAN ANTONIO ISD,COLLINS GARDEN,4,INDEPENDENT,167 HARRIMAN PL,SAN ANTONIO,78204-2453,20.0,39.0,16.0,8.0
15907117,SAN ANTONIO ISD,AGNES COTTON AC,4,INDEPENDENT,1616 BLANCO RD,SAN ANTONIO,78212-2796,20.0,34.0,20.0,16.0
15907118,SAN ANTONIO ISD,DAVID CROCKETT,4,INDEPENDENT,2215 MORALES ST,SAN ANTONIO,78207-2599,32.0,47.0,18.0,11.0
15907119,SAN ANTONIO ISD,DOUGLASS ACAD.,4,INDEPENDENT,318 MARTIN LUTHER KING,SAN ANTONIO,78203,31.0,20.0,7.0,5.0
15907121,SAN ANTONIO ISD,DE ZAVALA ELEM.,4,INDEPENDENT,2311 SAN LUIS ST,SAN ANTONIO,78207-4736,23.0,41.0,20.0,13.0
15907123,SAN ANTONIO ISD,FENWICK ACAD.,4,INDEPENDENT,1930 WAVERLY AVE,SAN ANTONIO,78228-5399,22.0,30.0,15.0,8.0
15907124,SAN ANTONIO ISD,MURIEL FORBES A,4,INDEPENDENT,2630 SALLY GAY DR,SAN ANTONIO,78223-2239,5.0,26.0,17.0,10.0
15907125,SAN ANTONIO ISD,FOSTER ACAD.,4,INDEPENDENT,6718 PECAN VLY DR,SAN ANTONIO,78223-3120,15.0,38.0,23.0,10.0
15907126,SAN ANTONIO ISD,FRANKLIN ELEM.,4,INDEPENDENT,1915 W OLMOS DR,SAN ANTONIO,78201-3999,18.0,29.0,17.0,8.0
15907127,SAN ANTONIO ISD,GATES ELEM.,4,INDEPENDENT,510 MORNINGVIEW DR,SAN ANTONIO,78220-3299,8.0,24.0,16.0,10.0
15907129,SAN ANTONIO ISD,CHARLES GRAEBNE,4,INDEPENDENT,530 HOOVER ST,SAN ANTONIO,78225-2229,27.0,50.0,26.0,11.0
15907131,SAN ANTONIO ISD,ROBERT B. GREEN,4,INDEPENDENT,122 W WHITTIER ST,SAN ANTONIO,78210-2895,16.0,21.0,10.0,6.0
15907132,SAN ANTONIO ISD,HERFF ACAD.,4,INDEPENDENT,996 S HACKBERRY,SAN ANTONIO,78210,27.0,18.0,5.0,4.0
15907134,SAN ANTONIO ISD,HIGHLAND HILLS,4,INDEPENDENT,734 GLAMIS AVE,SAN ANTONIO,78223-1534,15.0,69.0,40.0,23.0
15907135,SAN ANTONIO ISD,HIGHLAND PARK E,4,INDEPENDENT,635 RIGSBY AVE,SAN ANTONIO,78210-3099,12.0,53.0,32.0,20.0
15907136,SAN ANTONIO ISD,HILLCREST ELEM.,4,INDEPENDENT,211 W MALONE AVE,SAN ANTONIO,78214-1024,37.0,47.0,22.0,10.0
15907137,SAN ANTONIO ISD,HIRSCH ELEM.,4,INDEPENDENT,4826 SEABREEZE DR,SAN ANTONIO,78220-4809,54.0,60.0,23.0,11.0
15907139,SAN ANTONIO ISD,HUPPERTZ ELEM.,4,INDEPENDENT,247 BANGOR DR,SAN ANTONIO,78228-4799,36.0,25.0,9.0,3.0
15907140,SAN ANTONIO ISD,RODRIGUEZ ELEM.,4,,,,,25.0,19.0,7.0,3.0
15907141,SAN ANTONIO ISD,ELOISE JAPHET A,4,INDEPENDENT,314 ASTOR ST,SAN ANTONIO,78210-5198,27.0,70.0,38.0,19.0
15907142,SAN ANTONIO ISD,M.L. KING ACAD.,4,INDEPENDENT,3501 MARTIN LUTHER KING DR,SAN ANTONIO,78220-2399,17.0,26.0,10.0,4.0
15907143,SAN ANTONIO ISD,GEORGE E. KELLY,4,INDEPENDENT,1026 THOMPSON PL,SAN ANTONIO,78226-1495,9.0,24.0,12.0,8.0
15907144,SAN ANTONIO ISD,SARAH S. KING E,4,INDEPENDENT,1001 CERALVO ST,SAN ANTONIO,78207-7199,40.0,59.0,27.0,13.0
15907146,SAN ANTONIO ISD,LAMAR ELEM.,4,INDEPENDENT,201 PARLAND PL,SAN ANTONIO,78209-6530,13.0,26.0,13.0,9.0
15907147,SAN ANTONIO ISD,BOWDEN ACAD.,4,INDEPENDENT,515 WILLOW ST,SAN ANTONIO,78202-1297,31.0,16.0,6.0,2.0
15907148,SAN ANTONIO ISD,MADISON ELEM.,4,INDEPENDENT,2900 W WOODLAWN AVE,SAN ANTONIO,78228-5099,30.0,55.0,24.0,8.0
15907149,SAN ANTONIO ISD,MARGIL ACAD.,4,INDEPENDENT,1000 PEREZ ST,SAN ANTONIO,78207,19.0,41.0,25.0,12.0
15907150,SAN ANTONIO ISD,MAVERICK ELEM.,4,INDEPENDENT,107 RALEIGH PL,SAN ANTONIO,78201-3113,21.0,39.0,24.0,14.0
15907153,SAN ANTONIO ISD,DORIE MILLER EL,4,INDEPENDENT,207 LINCOLNSHIRE DR,SAN ANTONIO,78220-3199,6.0,17.0,8.0,1.0
15907155,SAN ANTONIO ISD,NEAL ELEM.,4,INDEPENDENT,3407 CAPITOL AVE,SAN ANTONIO,78201-2503,21.0,47.0,21.0,12.0
15907157,SAN ANTONIO ISD,OGDEN ACAD.,4,INDEPENDENT,2215 LEAL ST,SAN ANTONIO,78207-2099,63.0,24.0,11.0,8.0
15907158,SAN ANTONIO ISD,PERSHING ELEM.,4,INDEPENDENT,600 SANDMEYER ST,SAN ANTONIO,78208-1699,23.0,36.0,18.0,7.0
15907160,SAN ANTONIO ISD,RIVERSIDE PARK,4,INDEPENDENT,202 SCHOOL ST,SAN ANTONIO,78210-3940,16.0,27.0,15.0,12.0
15907161,SAN ANTONIO ISD,ROGERS ACAD.,4,INDEPENDENT,620 MCILVAINE,SAN ANTONIO,78212-1898,39.0,22.0,10.0,4.0
15907162,SAN ANTONIO ISD,DAVID BARKLEY-F,4,INDEPENDENT,1111 S NAVIDAD ST,SAN ANTONIO,78207-5824,37.0,46.0,20.0,7.0
15907163,SAN ANTONIO ISD,MARK TWAIN DUAL,4,INDEPENDENT,2411 SAN PEDRO,SAN ANTONIO,78212,0.0,18.0,15.0,9.0
15907164,SAN ANTONIO ISD,SCHENCK ELEM.,4,INDEPENDENT,101 KATE SCHENCK AVE,SAN ANTONIO,78223-3305,14.0,58.0,30.0,20.0
15907165,SAN ANTONIO ISD,SMITH ELEM.,4,INDEPENDENT,823 S GEVERS ST,SAN ANTONIO,78203-1896,20.0,17.0,6.0,5.0
15907168,SAN ANTONIO ISD,P.F. STEWART EL,4,INDEPENDENT,1950 RIGSBY AVE,SAN ANTONIO,78210-4433,30.0,30.0,12.0,5.0
15907169,SAN ANTONIO ISD,STORM ELEM.,4,INDEPENDENT,435 BRADY BLVD,SAN ANTONIO,78207-8099,40.0,19.0,4.0,2.0
15907172,SAN ANTONIO ISD,WASHINGTON ELEM,4,INDEPENDENT,1823 NOLAN ST,SAN ANTONIO,78202-2496,24.0,37.0,27.0,18.0
15907174,SAN ANTONIO ISD,WILSON ELEM.,4,INDEPENDENT,1421 CLOWER ST,SAN ANTONIO,78201-3699,12.0,33.0,18.0,11.0
15907175,SAN ANTONIO ISD,WOODLAWN ACAD.,4,INDEPENDENT,1717 W MAGNOLIA AVE,SAN ANTONIO,78201-5498,26.0,34.0,13.0,8.0
15907176,SAN ANTONIO ISD,WOODLAWN HILLS,4,INDEPENDENT,110 W QUILL DR,SAN ANTONIO,78228-4094,28.0,30.0,12.0,4.0
15907177,SAN ANTONIO ISD,YOUNG MEN'S LEA,4,INDEPENDENT,415 GABRIEL ST,SAN ANTONIO,78202,8.0,26.0,14.0,5.0
15907179,SAN ANTONIO ISD,HAWTHORNE PRE-K,4,INDEPENDENT,115 W JOSEPHINE ST,SAN ANTONIO,78212-4186,35.0,33.0,16.0,6.0
15907201,SAN ANTONIO ISD,CHILDREN'S SHEL,4,INDEPENDENT,2939 W WOODLAWN,SAN ANTONIO,78228,,,,
15907210,SAN ANTONIO ISD,MISSION ACAD.,4,INDEPENDENT,9210 S PRESA,SAN ANTONIO,78223,16.0,49.0,29.0,13.0
15908104,SOUTH SAN ANTON,HUTCHINS ELEM.,4,INDEPENDENT,1919 W HUTCHINS PL,SAN ANTONIO,78224-1699,27.0,45.0,19.0,7.0
15908105,SOUTH SAN ANTON,KINDRED ELEM.,4,INDEPENDENT,7811 KINDRED ST,SAN ANTONIO,78224-1299,14.0,41.0,24.0,16.0
15908106,SOUTH SAN ANTON,PALO ALTO ELEM.,4,INDEPENDENT,1725 PALO ALTO RD,SAN ANTONIO,78211-4099,40.0,51.0,31.0,19.0
15908107,SOUTH SAN ANTON,PRICE ELEM.,4,INDEPENDENT,245 PRICE AVE,SAN ANTONIO,78224-2907,20.0,41.0,14.0,7.0
15908108,SOUTH SAN ANTON,FRANK MADLA ELE,4,INDEPENDENT,6100 ROYALGATE DR,SAN ANTONIO,78242-1199,35.0,31.0,13.0,7.0
15908109,SOUTH SAN ANTON,FIVE PALMS ELEM,4,INDEPENDENT,7138 FIVE PALMS DR,SAN ANTONIO,78242-1699,25.0,52.0,35.0,17.0
15908110,SOUTH SAN ANTON,NEIL ARMSTRONG,4,INDEPENDENT,7111 APPLE VALLEY DR,SAN ANTONIO,78242-2099,31.0,27.0,14.0,5.0
15908112,SOUTH SAN ANTON,MIGUEL CARRILLO,4,INDEPENDENT,500 PRICE AVE,SAN ANTONIO,78211-4298,27.0,31.0,15.0,8.0
15908113,SOUTH SAN ANTON,ROY BENAVIDEZ E,4,INDEPENDENT,8340 SO IH 35,SAN ANTONIO,78224,51.0,50.0,31.0,16.0
15909101,SOMERSET ISD,SOMERSET ELEM.,4,INDEPENDENT,P O BOX 279,SOMERSET,78069-0279,16.0,138.0,116.0,80.0
15909104,SOMERSET ISD,STAFF SERGEANT,4,INDEPENDENT,P O BOX 279,SOMERSET,78069-0279,29.0,81.0,46.0,27.0
15910101,NORTH EAST ISD,CASTLE HILLS EL,4,INDEPENDENT,200 LEMONWOOD DR,SAN ANTONIO,78213-2409,11.0,56.0,27.0,15.0
15910102,NORTH EAST ISD,COKER ELEM.,4,INDEPENDENT,302 HEIMER RD,SAN ANTONIO,78232-4887,30.0,77.0,38.0,13.0
15910103,NORTH EAST ISD,COLONIAL HILLS,4,INDEPENDENT,2627 KERRYBROOK CT,SAN ANTONIO,78230-4534,31.0,40.0,17.0,6.0
15910104,NORTH EAST ISD,DELLVIEW ELEM.,4,INDEPENDENT,7235 DEWHURST RD,SAN ANTONIO,78213-3437,17.0,36.0,22.0,8.0
15910105,NORTH EAST ISD,EAST TERRELL HI,4,INDEPENDENT,4415 BLOOMDALE DR,SAN ANTONIO,78218-3626,17.0,39.0,13.0,7.0
15910106,NORTH EAST ISD,HARMONY HILLS E,4,INDEPENDENT,10727 MEMORY LN,SAN ANTONIO,78216-3400,41.0,37.0,14.0,4.0
15910107,NORTH EAST ISD,JACKSON-KELLER,4,INDEPENDENT,1601 JACKSON KELLER RD,SAN ANTONIO,78213-3231,43.0,49.0,14.0,5.0
15910108,NORTH EAST ISD,LARKSPUR ELEM.,4,INDEPENDENT,1802 LARKSPUR,SAN ANTONIO,78213-1436,50.0,29.0,9.0,3.0
15910109,NORTH EAST ISD,NORTHWOOD ELEM.,4,INDEPENDENT,519 PIKE RD,SAN ANTONIO,78209-3142,21.0,41.0,22.0,10.0
15910110,NORTH EAST ISD,OAK GROVE ELEM.,4,INDEPENDENT,3250 NACOGDOCHES RD,SAN ANTONIO,78217-3393,30.0,18.0,6.0,2.0
15910111,NORTH EAST ISD,OLMOS ELEM.,4,INDEPENDENT,1103 ALLENA DR,SAN ANTONIO,78213-4107,15.0,46.0,30.0,16.0
15910112,NORTH EAST ISD,RIDGEVIEW ELEM.,4,INDEPENDENT,8223 N MCCULLOUGH AVE,SAN ANTONIO,78216-6499,8.0,39.0,15.0,6.0
15910113,NORTH EAST ISD,SERNA ELEM.,4,INDEPENDENT,2569 N E LOOP 410,SAN ANTONIO,78217-5606,31.0,37.0,19.0,7.0
15910114,NORTH EAST ISD,WALZEM ELEM.,4,INDEPENDENT,4618 WALZEM RD,SAN ANTONIO,78218-1609,35.0,24.0,5.0,3.0
15910115,NORTH EAST ISD,WEST AVENUE ELE,4,,,,,20.0,21.0,15.0,10.0
15910116,NORTH EAST ISD,WILSHIRE ELEM.,4,INDEPENDENT,6523 CASCADE,SAN ANTONIO,78218-4210,16.0,31.0,17.0,6.0
15910117,NORTH EAST ISD,WINDCREST ELEM.,4,INDEPENDENT,465 FAIRCREST DR,SAN ANTONIO,78239-2448,42.0,56.0,19.0,6.0
15910118,NORTH EAST ISD,CAMELOT ELEM.,4,INDEPENDENT,7410 RAY BON DR,SAN ANTONIO,78218-2840,38.0,52.0,24.0,12.0
15910119,NORTH EAST ISD,CLEAR SPRING EL,4,INDEPENDENT,4311 CLEAR SPRING DR,SAN ANTONIO,78217-3605,32.0,34.0,13.0,5.0
15910120,NORTH EAST ISD,REGENCY PLACE E,4,INDEPENDENT,10222 BROADWAY,SAN ANTONIO,78217-4501,20.0,21.0,10.0,5.0
15910121,NORTH EAST ISD,EL DORADO ELEM.,4,INDEPENDENT,12634 EL SENDERO,SAN ANTONIO,78233-6396,36.0,27.0,9.0,5.0
15910122,NORTH EAST ISD,MONTGOMERY ELEM,4,INDEPENDENT,7047 MONTGOMERY DR,SAN ANTONIO,78239-3398,47.0,27.0,6.0,1.0
15910123,NORTH EAST ISD,HIDDEN FOREST E,4,INDEPENDENT,802 SILVER SPRUCE,SAN ANTONIO,78232-2700,12.0,61.0,39.0,25.0
15910124,NORTH EAST ISD,WOODSTONE ELEM.,4,INDEPENDENT,5602 FOUNTAINWOOD,SAN ANTONIO,78233-4999,49.0,51.0,28.0,13.0
15910125,NORTH EAST ISD,STAHL ELEM.,4,INDEPENDENT,5222 STAHL RD,SAN ANTONIO,78247-1713,60.0,47.0,21.0,12.0
15910126,NORTH EAST ISD,THOUSAND OAKS E,4,INDEPENDENT,16080 HENDERSON PASS,SAN ANTONIO,78232-3299,38.0,78.0,51.0,28.0
15910127,NORTH EAST ISD,NORTHERN HILLS,4,INDEPENDENT,13901 HIGGINS RD,SAN ANTONIO,78217-1243,42.0,71.0,29.0,13.0
15910128,NORTH EAST ISD,REDLAND OAKS EL,4,INDEPENDENT,16650 REDLAND RD,SAN ANTONIO,78247-4424,18.0,37.0,19.0,9.0
15910129,NORTH EAST ISD,ENCINO PARK ELE,4,INDEPENDENT,2550 ENCINO RIO,SAN ANTONIO,78259-2031,6.0,96.0,68.0,47.0
15910130,NORTH EAST ISD,FOX RUN ELEM.,4,INDEPENDENT,6111 FOX CREEK,SAN ANTONIO,78247-1127,15.0,86.0,57.0,37.0
15910131,NORTH EAST ISD,OAK MEADOW ELEM,4,INDEPENDENT,2800 HUNTERS GREEN ST,SAN ANTONIO,78231-1602,17.0,31.0,20.0,9.0
15910133,NORTH EAST ISD,STONE OAK ELEM.,4,INDEPENDENT,21045 CRESENT OAK,SAN ANTONIO,78258-3228,20.0,104.0,70.0,46.0
15910134,NORTH EAST ISD,LONGS CREEK ELE,4,INDEPENDENT,15806 O'CONNOR,SAN ANTONIO,78247-1711,15.0,71.0,50.0,25.0
15910135,NORTH EAST ISD,HUEBNER ELEM.,4,INDEPENDENT,16311 HUEBNER RD,SAN ANTONIO,78248-1696,16.0,55.0,28.0,12.0
15910136,NORTH EAST ISD,HARDY OAK ELEM.,4,INDEPENDENT,22900 HARDY OAK BLVD,SAN ANTONIO,78258-3914,7.0,101.0,80.0,56.0
15910137,NORTH EAST ISD,WETMORE ELEM.,4,INDEPENDENT,3250 THOUSAND OAKS,SAN ANTONIO,78247-3317,38.0,70.0,30.0,11.0
15910138,NORTH EAST ISD,ROYAL RIDGE ELE,4,INDEPENDENT,5933 ROYAL RIDGE,SAN ANTONIO,78239-1500,35.0,55.0,26.0,12.0
15910139,NORTH EAST ISD,ROAN FOREST ELE,4,INDEPENDENT,22710 ROAN PARK,SAN ANTONIO,78259-2682,5.0,66.0,46.0,34.0
15910140,NORTH EAST ISD,CANYON RIDGE EL,4,INDEPENDENT,20522 STONE OAK PKWY,SAN ANTONIO,78258-6927,12.0,58.0,42.0,28.0
15910141,NORTH EAST ISD,STEUBING RANCH,4,INDEPENDENT,5100 KNOLL CREEK,SAN ANTONIO,78247-5857,34.0,101.0,64.0,34.0
15910142,NORTH EAST ISD,BULVERDE CREEK,4,INDEPENDENT,3839 CANYON PKWY,SAN ANTONIO,78259-2367,21.0,133.0,91.0,65.0
15910143,NORTH EAST ISD,WILDERNESS OAK,4,INDEPENDENT,21019 WILDERNESS OAK,SAN ANTONIO,78258-2633,4.0,87.0,80.0,53.0
15910144,NORTH EAST ISD,TUSCANY HEIGHTS,4,INDEPENDENT,25001 WILDERNESS OAK,SAN ANTONIO,78260,32.0,85.0,50.0,26.0
15910145,NORTH EAST ISD,CIBOLO GREEN,4,INDEPENDENT,24315 BULVERDE GREEN,SAN ANTONIO,78261,14.0,138.0,102.0,66.0
15910146,NORTH EAST ISD,LAS LOMAS ELEM.,4,INDEPENDENT,20303 HARDY OAK,SAN ANTONIO,78258,13.0,47.0,22.0,12.0
15910147,NORTH EAST ISD,VINEYARD RANCH,4,INDEPENDENT,16818 HUEBNER RD,SAN ANTONIO,78258,8.0,57.0,34.0,18.0
15911042,EAST CENTRAL IS,SALADO INTERMED,4,,,,,171.0,166.0,90.0,41.0
15911108,EAST CENTRAL IS,TRADITION ELEM.,4,INDEPENDENT,12885 FM 1346,ST HEDWIG,78152,44.0,68.0,33.0,20.0
15911110,EAST CENTRAL IS,OAK CREST ELEM.,4,INDEPENDENT,7806 NEW SULPHUR SPRINGS RD,SAN ANTONIO,78263,96.0,135.0,64.0,32.0
15912101,SOUTHWEST ISD,SOUTHWEST ELEM.,4,INDEPENDENT,11914 DRAGON LN,SAN ANTONIO,78252-2647,22.0,85.0,55.0,35.0
15912102,SOUTHWEST ISD,SUN VALLEY ELEM,4,INDEPENDENT,11914 DRAGON LN,SAN ANTONIO,78252-2647,35.0,61.0,40.0,26.0
15912103,SOUTHWEST ISD,INDIAN CREEK EL,4,INDEPENDENT,11914 DRAGON LN,SAN ANTONIO,78252-2647,27.0,73.0,47.0,25.0
15912104,SOUTHWEST ISD,BOB HOPE ELEM.,4,INDEPENDENT,11914 DRAGON LN,SAN ANTONIO,78252-2647,18.0,56.0,33.0,17.0
15912105,SOUTHWEST ISD,SKY HARBOUR ELE,4,INDEPENDENT,11914 DRAGON LN,SAN ANTONIO,78252-2647,25.0,65.0,39.0,22.0
15912106,SOUTHWEST ISD,HIDDEN COVE ELE,4,INDEPENDENT,11914 DRAGON LN,SAN ANTONIO,78252-2647,38.0,46.0,21.0,11.0
15912107,SOUTHWEST ISD,BIG COUNTRY ELE,4,INDEPENDENT,11914 DRAGON LN,SAN ANTONIO,78252-2647,18.0,83.0,55.0,29.0
15912108,SOUTHWEST ISD,ELM CREEK ELEM.,4,INDEPENDENT,11914 DRAGON LN,SAN ANTONIO,78252-2647,16.0,80.0,49.0,28.0
15912109,SOUTHWEST ISD,KRIEWALD ROAD E,4,INDEPENDENT,11914 DRAGON LN,SAN ANTONIO,78252-2647,21.0,79.0,53.0,35.0
15912110,SOUTHWEST ISD,SPICEWOOD PARK,4,INDEPENDENT,11914 DRAGON LN,SAN ANTONIO,78252,28.0,62.0,32.0,15.0
15912111,SOUTHWEST ISD,MEDIO CREEK ELE,4,INDEPENDENT,11914 DRAGON LN,SAN ANTONIO,78252,19.0,71.0,37.0,21.0
15913101,LACKLAND ISD,LACKLAND ELEM.,4,INDEPENDENT,2460 KENLY AVE BLDG 8265,SAN ANTONIO,78236-1244,15.0,79.0,54.0,36.0
15914101,FORT SAM HOUSTO,FORT SAM HOUSTO,4,INDEPENDENT,4351 NURSERY RD,SAN ANTONIO,78234-1499,30.0,86.0,49.0,31.0
15915101,NORTHSIDE ISD,CABLE ELEM.,4,INDEPENDENT,1706 PINN RD,SAN ANTONIO,78227-2998,36.0,44.0,20.0,6.0
15915102,NORTHSIDE ISD,GLENN ELEM.,4,INDEPENDENT,2385 HORAL,SAN ANTONIO,78227-2499,37.0,44.0,22.0,8.0
15915103,NORTHSIDE ISD,GLENOAKS ELEM.,4,INDEPENDENT,5103 NEWCOME DR,SAN ANTONIO,78229-4924,38.0,56.0,32.0,17.0
15915104,NORTHSIDE ISD,HELOTES ELEM.,4,INDEPENDENT,13878 RIGGS RD,HELOTES,78023-3916,7.0,61.0,48.0,30.0
15915105,NORTHSIDE ISD,HULL ELEM.,4,INDEPENDENT,7320 REMUDA DR,SAN ANTONIO,78227-2899,34.0,53.0,23.0,8.0
15915106,NORTHSIDE ISD,ALLEN ELEM.,4,INDEPENDENT,101 DUMONT DR,SAN ANTONIO,78227-4499,17.0,77.0,43.0,23.0
15915107,NORTHSIDE ISD,FISHER ELEM.,4,INDEPENDENT,3430 BARREL PASS,SAN ANTONIO,78245,17.0,79.0,51.0,28.0
15915108,NORTHSIDE ISD,LEON VALLEY ELE,4,INDEPENDENT,7111 HUEBNER RD,SAN ANTONIO,78240-3199,19.0,65.0,32.0,15.0
15915109,NORTHSIDE ISD,LOCKE HILL ELEM,4,INDEPENDENT,5050 DE ZAVALA RD,SAN ANTONIO,78249-2099,35.0,75.0,51.0,24.0
15915111,NORTHSIDE ISD,GLASS ELEM.,4,INDEPENDENT,519 CLEARVIEW DR,SAN ANTONIO,78228-2498,31.0,46.0,23.0,9.0
15915112,NORTHSIDE ISD,POWELL ELEM.,4,INDEPENDENT,6003 THUNDER DR,SAN ANTONIO,78238-3499,15.0,51.0,24.0,9.0
15915113,NORTHSIDE ISD,VALLEY HI ELEM.,4,INDEPENDENT,8503 RAY ELLISON DR,SAN ANTONIO,78227-4599,9.0,51.0,32.0,19.0
15915114,NORTHSIDE ISD,WESTWOOD TERRAC,4,INDEPENDENT,2315 HACKAMORE LN,SAN ANTONIO,78227-3499,34.0,55.0,25.0,11.0
15915115,NORTHSIDE ISD,COLONIES NORTH,4,INDEPENDENT,9915 NORTHAMPTON DR,SAN ANTONIO,78230-4081,44.0,50.0,32.0,23.0
15915116,NORTHSIDE ISD,VILLARREAL ELEM,4,INDEPENDENT,2902 WHITE TAIL DR,SAN ANTONIO,78228-2799,45.0,53.0,19.0,9.0
15915117,NORTHSIDE ISD,MEADOW VILLAGE,4,INDEPENDENT,1406 MEADOW WAY DR,SAN ANTONIO,78227-1642,31.0,34.0,12.0,2.0
15915118,NORTHSIDE ISD,OAK HILLS TERRA,4,INDEPENDENT,5710 CARY GRANT DR,SAN ANTONIO,78240-2499,59.0,47.0,22.0,6.0
15915119,NORTHSIDE ISD,HOWSMAN ELEM.,4,INDEPENDENT,11431 VANCE JACKSON RD,SAN ANTONIO,78230-1899,39.0,62.0,32.0,16.0
15915122,NORTHSIDE ISD,PASSMORE ELEM.,4,INDEPENDENT,570 PINN RD,SAN ANTONIO,78227-1299,22.0,49.0,21.0,12.0
15915123,NORTHSIDE ISD,ADAMS HILL ELEM,4,INDEPENDENT,9627 ADAMS HILL DR,SAN ANTONIO,78245-1999,29.0,44.0,17.0,7.0
15915124,NORTHSIDE ISD,ESPARZA ELEM.,4,INDEPENDENT,5700 HEMPHILL RD,SAN ANTONIO,78228-4392,41.0,30.0,14.0,6.0
15915125,NORTHSIDE ISD,BOONE ELEM.,4,INDEPENDENT,6614 SPRINGTIME DR,SAN ANTONIO,78249-2799,28.0,43.0,23.0,10.0
15915128,NORTHSIDE ISD,CARLOS COON ELE,4,INDEPENDENT,3110 TIMBER VIEW,SAN ANTONIO,78251-1899,41.0,84.0,42.0,18.0
15915130,NORTHSIDE ISD,MURNIN ELEM.,4,INDEPENDENT,9019 DUGAS,SAN ANTONIO,78251,47.0,109.0,68.0,36.0
15915131,NORTHSIDE ISD,LINTON ELEM.,4,INDEPENDENT,2103 OAKHILL DR,SAN ANTONIO,78238-4999,16.0,72.0,47.0,25.0
15915132,NORTHSIDE ISD,TIMBERWILDE ELE,4,INDEPENDENT,8838 TIMBERWILDE,SAN ANTONIO,78250-4330,17.0,82.0,46.0,25.0
15915134,NORTHSIDE ISD,BRAUN STATION E,4,INDEPENDENT,8631 TEZEL RD,SAN ANTONIO,78254,23.0,64.0,41.0,22.0
