CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,School Site Zip,Below Grade Level Hispanic,Below Grade Level Asian,Below Grade Level Black,Below Grade Level White,Approach Grade Level Hispanic,Approach Grade Level Asian,Approach Grade Level Black,Approach Grade Level White,Meet Grade Level Hispanic,Meet Grade Level Asian,Meet Grade Level Black,Meet Grade Level White,Master Grade Level Hispanic,Master Grade Level Asian,Master Grade Level Black,Master Grade Level White
14908102,SALADO ISD,THOMAS ARNOLD E,3,INDEPENDENT,550 THOMAS ARNOLD RD,SALADO,76571,13.0,0.0,0.0,20.0,27.0,0.0,0.0,98.0,16.0,0.0,0.0,63.0,7.0,0.0,0.0,34.0
14909102,TEMPLE ISD,CATER ELEM.,3,INDEPENDENT,4111 LARK TRL,TEMPLE,76502-1247,8.0,0.0,4.0,4.0,12.0,0.0,12.0,17.0,6.0,0.0,5.0,13.0,3.0,0.0,3.0,6.0
14909107,TEMPLE ISD,JEFFERSON ELEM.,3,INDEPENDENT,2616 N 3RD ST,TEMPLE,76501-1345,6.0,0.0,8.0,6.0,29.0,0.0,22.0,15.0,17.0,0.0,14.0,10.0,8.0,0.0,7.0,5.0
14909110,TEMPLE ISD,SCOTT ELEM.,3,INDEPENDENT,2301 W AVE P,TEMPLE,76504-6552,14.0,0.0,11.0,4.0,20.0,0.0,9.0,18.0,9.0,0.0,2.0,12.0,1.0,0.0,0.0,6.0
14909111,TEMPLE ISD,THORNTON ELEM.,3,INDEPENDENT,2825 COTTONWOOD LN,TEMPLE,76502-2575,18.0,0.0,17.0,4.0,35.0,0.0,9.0,19.0,16.0,0.0,4.0,9.0,6.0,0.0,3.0,3.0
14909114,TEMPLE ISD,WESTERN HILLS E,3,INDEPENDENT,600 ARAPAHO DR,TEMPLE,76504-3724,7.0,0.0,7.0,6.0,19.0,0.0,8.0,12.0,10.0,0.0,4.0,6.0,5.0,0.0,2.0,5.0
14909116,TEMPLE ISD,RAYE-ALLEN ELEM,3,INDEPENDENT,5015 S 5TH ST,TEMPLE,76502-3700,11.0,0.0,15.0,5.0,20.0,0.0,10.0,10.0,6.0,0.0,3.0,6.0,2.0,0.0,2.0,1.0
14909117,TEMPLE ISD,KENNEDY-POWELL,3,INDEPENDENT,3707 W NUGENT AVE,TEMPLE,76504-8840,6.0,0.0,9.0,1.0,16.0,0.0,15.0,19.0,10.0,0.0,7.0,13.0,6.0,0.0,5.0,5.0
14909118,TEMPLE ISD,HECTOR P. GARCI,3,INDEPENDENT,2525 LAVENDUSKY DR,TEMPLE,76501-4818,9.0,0.0,2.0,1.0,40.0,0.0,3.0,4.0,22.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0
14910101,TROY ISD,TROY ELEM.,3,INDEPENDENT,808 E AUSTIN AVE,TROY,76579-0409,9.0,0.0,0.0,18.0,22.0,0.0,0.0,68.0,10.0,0.0,0.0,39.0,0.0,0.0,0.0,14.0
15802001,GEORGE GERVIN A,GEORGE GERVIN A,3,CHARTER,6944 S SUNBELT DR,SAN ANTONIO,78218,1.0,0.0,13.0,0.0,12.0,0.0,8.0,0.0,10.0,0.0,5.0,0.0,6.0,0.0,1.0,0.0
15805041,NEW FRONTIERS P,FRANK L. MADLA,3,CHARTER,4018 S PRESA,SAN ANTONIO,78223,21.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15806101,SCHOOL OF EXCEL,DR. HARMON W. K,3,CHARTER,802 OBLATE DR,SAN ANTONIO,78216,4.0,0.0,2.0,0.0,18.0,0.0,4.0,0.0,8.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0
15806106,SCHOOL OF EXCEL,DR. DAVID C. WA,3,CHARTER,6500 IH 35 N STE C,SAN ANTONIO,78218,1.0,0.0,8.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15807001,SOUTHWEST PREPA,SOUTHWEST PREPA,3,CHARTER,1258 AUSTIN HWY,SAN ANTONIO,78209-4820,4.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15807002,SOUTHWEST PREPA,SOUTHWEST PREPA,3,CHARTER,735 S WW WHITE RD,SAN ANTONIO,78220-2524,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15807101,SOUTHWEST PREPA,SOUTHWEST PREP,3,CHARTER,4151 CULEBRA RD,SAN ANTONIO,78228,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15807102,SOUTHWEST PREPA,SEGUIN ELEM.,3,CHARTER,2400 WALNUT,SEGUIN,78155,5.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0
15808009,INSPIRE ACADEMI,ANNE FRANK INSP,3,CHARTER,11216 BANDERA RD,SAN ANTONIO,78249,8.0,0.0,0.0,4.0,7.0,0.0,0.0,5.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0
15808012,INSPIRE ACADEMI,JHW INSPIRE ACA,3,CHARTER,13326 N HWY 183,GONZALES,78629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15809101,BEXAR COUNTY AC,BEXAR COUNTY AC,3,CHARTER,1481 HILLCREST DR,SAN ANTONIO,78228,11.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15815001,HERITAGE ACADEM,HERITAGE ACAD.,3,CHARTER,8750 FOURWINDS DR,WINDCREST,78239,3.0,0.0,2.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
15822001,JUBILEE ACADEMI,JUBILEE SAN ANT,3,CHARTER,4427 CHANDLER RD,SAN ANTONIO,78222,35.0,0.0,4.0,0.0,39.0,0.0,5.0,0.0,18.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0
15822002,JUBILEE ACADEMI,JUBILEE HIGHLAN,3,CHARTER,1515 GOLIAD RD,SAN ANTONIO,78223,43.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
15822004,JUBILEE ACADEMI,JUBILEE - LAKE,3,CHARTER,325 CASTROVILLE RD,SAN ANTONIO,78207,24.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15822005,JUBILEE ACADEMI,JUBILEE HIGHLAN,3,CHARTER,901 E DREXEL AVE,SAN ANTONIO,78210,8.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
15822006,JUBILEE ACADEMI,JUBILEE KINGSVI,3,CHARTER,201 N 19TH ST,KINGSVILLE,78363,8.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
15822007,JUBILEE ACADEMI,JUBILEE LIVING,3,CHARTER,4955 PABLO KISEL,BROWNSVILLE,78526,7.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
15822008,JUBILEE ACADEMI,JUBILEE HARLING,3,CHARTER,4501 W EXPY 83,HARLINGEN,78552,5.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
15822009,JUBILEE ACADEMI,JUBILEE WELLS B,3,CHARTER,15201 BURNET RD,AUSTIN,78728,14.0,0.0,14.0,8.0,19.0,0.0,14.0,14.0,6.0,0.0,9.0,9.0,3.0,0.0,5.0,3.0
15822010,JUBILEE ACADEMI,JUBILEE BROWNSV,3,CHARTER,4955 PABLO KISEL,BROWNSVILLE,78526,15.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
15822011,JUBILEE ACADEMI,JUBILEE LEADERS,3,CHARTER,4150 JAIME ZAPATA,BROWNSVILLE,78521,8.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15825001,LIGHTHOUSE CHAR,LIGHTHOUSE CHAR,3,CHARTER,8138 WESTSHIRE DR,SAN ANTONIO,78227,7.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15827002,SCHOOL OF SCIEN,SCHOOL OF SCIEN,3,CHARTER,12200 CROWNPOINT DR STE 100,SAN ANTONIO,78233,3.0,0.0,2.0,4.0,23.0,0.0,4.0,10.0,15.0,0.0,4.0,7.0,8.0,0.0,2.0,2.0
15827003,SCHOOL OF SCIEN,SCHOOL OF SCIEN,3,CHARTER,16200 TX 249,HOUSTON,77086,13.0,0.0,10.0,0.0,19.0,5.0,17.0,0.0,8.0,4.0,9.0,0.0,2.0,3.0,5.0,0.0
15827004,SCHOOL OF SCIEN,SCHOOL OF SCIEN,3,CHARTER,330 N SAM HOUSTON PKWY E,HOUSTON,77060,10.0,0.0,5.0,0.0,17.0,0.0,10.0,0.0,6.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0
15828002,HARMONY SCIENCE,HARMONY SCHOOL,3,CHARTER,8125 GLEN MONT DR,SAN ANTONIO,78239,8.0,0.0,4.0,0.0,19.0,0.0,8.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15828004,HARMONY SCIENCE,HARMONY SCHOOL,3,CHARTER,4608 DAUGHERTY AVE,LAREDO,78041,19.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
15828005,HARMONY SCIENCE,HARMONY SCIENCE,3,CHARTER,1124 CENTRAL BLVD,BROWNSVILLE,78520,18.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
15828006,HARMONY SCIENCE,HARMONY SCHOOL,3,CHARTER,2015 SW LOOP 410,SAN ANTONIO,78227,21.0,0.0,3.0,2.0,48.0,0.0,7.0,4.0,21.0,0.0,2.0,2.0,5.0,0.0,2.0,2.0
15830001,BROOKS ACADEMIE,BROOKS ACAD. OF,3,CHARTER,3803 LYSTER RD,SAN ANTONIO,78235,46.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
15830101,BROOKS ACADEMIE,BROOKS COLLEGIA,3,CHARTER,4802 VANCE JACKSON RD,SAN ANTONIO,78230,24.0,0.0,0.0,0.0,47.0,0.0,7.0,0.0,22.0,0.0,4.0,0.0,11.0,0.0,1.0,0.0
15830102,BROOKS ACADEMIE,BROOKS ACAD. LO,3,CHARTER,4802 VANCE JACKSON RD,SAN ANTONIO,78230,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
15830103,BROOKS ACADEMIE,BROOKS ACAD. OA,3,CHARTER,6070 BABCOCK RD,SAN ANTONIO,78240,4.0,0.0,1.0,0.0,15.0,0.0,4.0,0.0,12.0,0.0,3.0,0.0,9.0,0.0,2.0,0.0
15831001,SCHOOL OF SCIEN,SCHOOL OF SCIEN,3,CHARTER,5707 BANDERA RD,SAN ANTONIO,78238,8.0,0.0,0.0,0.0,27.0,6.0,0.0,9.0,11.0,5.0,0.0,4.0,4.0,4.0,0.0,2.0
15831002,SCHOOL OF SCIEN,SCHOOL OF SCIEN,3,CHARTER,6633 EVANS RD,CORPUS CHRISTI,78413,14.0,0.0,0.0,2.0,65.0,0.0,0.0,12.0,32.0,0.0,0.0,6.0,9.0,0.0,0.0,1.0
15831003,SCHOOL OF SCIEN,SCHOOL OF SCIEN,3,CHARTER,10550 WESTOFFICE DR,HOUSTON,77042,6.0,0.0,5.0,0.0,9.0,0.0,24.0,0.0,6.0,0.0,13.0,0.0,2.0,0.0,7.0,0.0
15831004,SCHOOL OF SCIEN,SCHOOL OF SCIEN,3,CHARTER,12042 CULEBRA RD,SAN ANTONIO,78253,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15834002,BASIS TEXAS,BASIS SAN ANTON,3,CHARTER,318 E RAMSEY RD,SAN ANTONIO,78216,4.0,0.0,1.0,1.0,37.0,36.0,5.0,26.0,25.0,34.0,2.0,21.0,17.0,27.0,0.0,13.0
15834101,BASIS TEXAS,BASIS SAN ANTON,3,CHARTER,8519 FLOYD CURL DR,SAN ANTONIO,78240,1.0,1.0,0.0,3.0,35.0,63.0,0.0,14.0,23.0,51.0,0.0,12.0,10.0,32.0,0.0,5.0
15835001,GREAT HEARTS TE,GREAT HEARTS MO,3,CHARTER,211 BELKNAP PLACE,SAN ANTONIO,78212,3.0,0.0,0.0,1.0,29.0,0.0,0.0,33.0,18.0,0.0,0.0,29.0,7.0,0.0,0.0,20.0
15835003,GREAT HEARTS TE,GREAT HEARTS NO,3,CHARTER,17223 JONES MALTSBERGER RD,SAN ANTONIO,78247,5.0,0.0,0.0,2.0,35.0,7.0,0.0,58.0,14.0,6.0,0.0,37.0,9.0,4.0,0.0,19.0
15835004,GREAT HEARTS TE,GREAT HEARTS IR,3,CHARTER,3350 W STORY RD,IRVING,75038,2.0,3.0,0.0,2.0,14.0,34.0,0.0,26.0,9.0,29.0,0.0,14.0,5.0,15.0,0.0,7.0
15835005,GREAT HEARTS TE,GREAT HEARTS WE,3,CHARTER,8702 INGRAM RD,SAN ANTONIO,78245,31.0,1.0,3.0,12.0,32.0,7.0,2.0,17.0,13.0,3.0,1.0,11.0,3.0,0.0,0.0,5.0
15836001,ELEANOR KOLITZ,ELEANOR KOLITZ,3,CHARTER,11327 DREAMLAND DR,SAN ANTONIO,78230,3.0,0.0,0.0,1.0,26.0,0.0,0.0,8.0,15.0,0.0,0.0,6.0,7.0,0.0,0.0,1.0
15901101,ALAMO HEIGHTS I,CAMBRIDGE ELEM.,3,INDEPENDENT,1001 TOWNSEND AVE,SAN ANTONIO,78209-5199,16.0,1.0,2.0,14.0,48.0,5.0,6.0,68.0,24.0,3.0,4.0,41.0,13.0,2.0,1.0,19.0
15901104,ALAMO HEIGHTS I,WOODRIDGE ELEM.,3,INDEPENDENT,100 WOODRIDGE,SAN ANTONIO,78209-2999,13.0,2.0,0.0,8.0,42.0,7.0,0.0,89.0,24.0,6.0,0.0,66.0,11.0,6.0,0.0,37.0
15904101,HARLANDALE ISD,CARROLL BELL EL,3,INDEPENDENT,519 W HARDING,SAN ANTONIO,78221-1804,12.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15904102,HARLANDALE ISD,BELLAIRE ELEM.,3,INDEPENDENT,142 E AMBER PL,SAN ANTONIO,78221-2499,15.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
15904103,HARLANDALE ISD,COLLIER ELEM.,3,INDEPENDENT,834 W SOUTHCROSS BLVD,SAN ANTONIO,78211-2745,7.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
15904104,HARLANDALE ISD,COLUMBIA HEIGHT,3,INDEPENDENT,1610 FITCH AVE,SAN ANTONIO,78211-2199,29.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
15904105,HARLANDALE ISD,STONEWALL-FLAND,3,INDEPENDENT,804 STONEWALL,SAN ANTONIO,78211-1799,21.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
15904106,HARLANDALE ISD,V.M. ADAMS ELEM,3,INDEPENDENT,135 E SOUTHCROSS BLVD,SAN ANTONIO,78214-3598,30.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
15904107,HARLANDALE ISD,GILLETTE ELEM.,3,INDEPENDENT,625 GILLETTE BLVD,SAN ANTONIO,78221-3722,13.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
15904108,HARLANDALE ISD,H.W. SCHULZE EL,3,INDEPENDENT,9131 YETT BLVD,SAN ANTONIO,78221-4199,28.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
15904109,HARLANDALE ISD,MORRILL ELEM.,3,INDEPENDENT,5200 S FLORES ST,SAN ANTONIO,78214-1499,7.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
15904110,HARLANDALE ISD,RAYBURN ELEM.,3,INDEPENDENT,635 RAYBURN DR,SAN ANTONIO,78221-1346,14.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
15904113,HARLANDALE ISD,VESTAL ELEM.,3,INDEPENDENT,1102 CANTRELL DR,SAN ANTONIO,78221-2599,9.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
15904114,HARLANDALE ISD,WRIGHT ELEM.,3,INDEPENDENT,115 E HUFF AVE,SAN ANTONIO,78214-2230,13.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
15904116,HARLANDALE ISD,E.H. GILBERT EL,3,INDEPENDENT,931 E SOUTHCROSS BLVD,SAN ANTONIO,78214-1896,22.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
15905104,EDGEWOOD ISD,ROY CISNEROS EL,3,INDEPENDENT,3011 RUIZ,SAN ANTONIO,78237-2169,24.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
15905106,EDGEWOOD ISD,ALONSO S. PERAL,3,INDEPENDENT,1507 CERALVO ST,SAN ANTONIO,78237-4312,14.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
15905108,EDGEWOOD ISD,GARDENDALE ELEM,3,INDEPENDENT,1731 DAHLGREEN ST,SAN ANTONIO,78237-3631,16.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
15905109,EDGEWOOD ISD,L.B. JOHNSON EL,3,INDEPENDENT,6515 W COMMERCE ST,SAN ANTONIO,78227-1598,15.0,2.0,0.0,0.0,39.0,4.0,0.0,0.0,16.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0
15905110,EDGEWOOD ISD,LAS PALMAS ELEM,3,INDEPENDENT,115 LAS PALMAS DR,SAN ANTONIO,78237-3142,35.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15905112,EDGEWOOD ISD,LOMA PARK ELEM.,3,INDEPENDENT,400 AURORA DR,SAN ANTONIO,78228-5999,35.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
15905113,EDGEWOOD ISD,ROOSEVELT ELEM.,3,INDEPENDENT,3823 FORTUNA CT,SAN ANTONIO,78237-1359,25.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
15905114,EDGEWOOD ISD,STAFFORD ELEM.,3,INDEPENDENT,415 SW 36TH ST,SAN ANTONIO,78237-2607,18.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
15905116,EDGEWOOD ISD,WINSTON ELEM.,3,INDEPENDENT,2500 S GENERAL MCMULLEN DR,SAN ANTONIO,78226-1699,17.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
15905117,EDGEWOOD ISD,H.B. GONZALEZ E,3,INDEPENDENT,2803 CASTROVILLE RD,SAN ANTONIO,78237-2253,27.0,0.0,4.0,0.0,26.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
15906101,RANDOLPH FIELD,RANDOLPH ELEM.,3,INDEPENDENT,BLDG 146,RANDOLPH A F B,78148-1217,2.0,0.0,1.0,3.0,22.0,0.0,16.0,44.0,16.0,0.0,9.0,35.0,7.0,0.0,5.0,22.0
15907026,SAN ANTONIO ISD,ADVANCED LEARNI,3,INDEPENDENT,621 W EUCLID,SAN ANTONIO,78212,18.0,0.0,0.0,0.0,37.0,0.0,0.0,9.0,27.0,0.0,0.0,6.0,12.0,0.0,0.0,4.0
15907101,SAN ANTONIO ISD,ARNOLD ELEM.,3,INDEPENDENT,467 FREILING DR,SAN ANTONIO,78213-3907,16.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
15907103,SAN ANTONIO ISD,CHARLES C. BALL,3,INDEPENDENT,343 KOEHLER CT,SAN ANTONIO,78223-2999,22.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15907105,SAN ANTONIO ISD,BASKIN ELEM.,3,INDEPENDENT,630 CRESTVIEW DR,SAN ANTONIO,78201-6622,10.0,0.0,4.0,0.0,36.0,0.0,3.0,0.0,21.0,0.0,2.0,0.0,12.0,0.0,1.0,0.0
15907106,SAN ANTONIO ISD,BEACON HILL ACA,3,INDEPENDENT,1411 W ASHBY PL,SAN ANTONIO,78201-6337,12.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
15907107,SAN ANTONIO ISD,BONHAM ACAD.,3,INDEPENDENT,925 S ST MARY'S ST,SAN ANTONIO,78205-3410,23.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
15907110,SAN ANTONIO ISD,J.T. BRACKENRID,3,INDEPENDENT,1214 GUADALUPE ST,SAN ANTONIO,78207-5597,40.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
15907112,SAN ANTONIO ISD,BRISCOE ELEM.,3,INDEPENDENT,2015 S FLORES ST,SAN ANTONIO,78204-1990,19.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
15907114,SAN ANTONIO ISD,CAMERON ELEM.,3,INDEPENDENT,3635 BELGIUM LN,SAN ANTONIO,78219,11.0,0.0,20.0,0.0,12.0,0.0,20.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0
15907116,SAN ANTONIO ISD,COLLINS GARDEN,3,INDEPENDENT,167 HARRIMAN PL,SAN ANTONIO,78204-2453,28.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
15907117,SAN ANTONIO ISD,AGNES COTTON AC,3,INDEPENDENT,1616 BLANCO RD,SAN ANTONIO,78212-2796,6.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
15907118,SAN ANTONIO ISD,DAVID CROCKETT,3,INDEPENDENT,2215 MORALES ST,SAN ANTONIO,78207-2599,25.0,0.0,1.0,0.0,35.0,0.0,5.0,0.0,13.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0
15907119,SAN ANTONIO ISD,DOUGLASS ACAD.,3,INDEPENDENT,318 MARTIN LUTHER KING,SAN ANTONIO,78203,16.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15907121,SAN ANTONIO ISD,DE ZAVALA ELEM.,3,INDEPENDENT,2311 SAN LUIS ST,SAN ANTONIO,78207-4736,15.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
15907123,SAN ANTONIO ISD,FENWICK ACAD.,3,INDEPENDENT,1930 WAVERLY AVE,SAN ANTONIO,78228-5399,21.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
15907124,SAN ANTONIO ISD,MURIEL FORBES A,3,INDEPENDENT,2630 SALLY GAY DR,SAN ANTONIO,78223-2239,6.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
15907125,SAN ANTONIO ISD,FOSTER ACAD.,3,INDEPENDENT,6718 PECAN VLY DR,SAN ANTONIO,78223-3120,19.0,0.0,4.0,0.0,28.0,0.0,5.0,0.0,12.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
15907126,SAN ANTONIO ISD,FRANKLIN ELEM.,3,INDEPENDENT,1915 W OLMOS DR,SAN ANTONIO,78201-3999,18.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
15907127,SAN ANTONIO ISD,GATES ELEM.,3,INDEPENDENT,510 MORNINGVIEW DR,SAN ANTONIO,78220-3299,4.0,0.0,3.0,0.0,14.0,0.0,7.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0
15907129,SAN ANTONIO ISD,CHARLES GRAEBNE,3,INDEPENDENT,530 HOOVER ST,SAN ANTONIO,78225-2229,28.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
15907131,SAN ANTONIO ISD,ROBERT B. GREEN,3,INDEPENDENT,122 W WHITTIER ST,SAN ANTONIO,78210-2895,5.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15907132,SAN ANTONIO ISD,HERFF ACAD.,3,INDEPENDENT,996 S HACKBERRY,SAN ANTONIO,78210,15.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15907134,SAN ANTONIO ISD,HIGHLAND HILLS,3,INDEPENDENT,734 GLAMIS AVE,SAN ANTONIO,78223-1534,18.0,0.0,3.0,0.0,54.0,0.0,6.0,0.0,34.0,0.0,3.0,0.0,19.0,0.0,0.0,0.0
15907135,SAN ANTONIO ISD,HIGHLAND PARK E,3,INDEPENDENT,635 RIGSBY AVE,SAN ANTONIO,78210-3099,14.0,0.0,4.0,0.0,35.0,0.0,1.0,0.0,21.0,0.0,1.0,0.0,13.0,0.0,1.0,0.0
15907136,SAN ANTONIO ISD,HILLCREST ELEM.,3,INDEPENDENT,211 W MALONE AVE,SAN ANTONIO,78214-1024,8.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
15907137,SAN ANTONIO ISD,HIRSCH ELEM.,3,INDEPENDENT,4826 SEABREEZE DR,SAN ANTONIO,78220-4809,26.0,0.0,20.0,3.0,37.0,0.0,22.0,2.0,19.0,0.0,8.0,0.0,14.0,0.0,3.0,0.0
