CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,Zipcode,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level
15907119,SAN ANTONIO ISD,DOUGLASS ACAD.,5,INDEPENDENT,318 MARTIN LUTHER KING,SAN ANTONIO,78203,15,24,13,9
15907121,SAN ANTONIO ISD,DE ZAVALA ELEM.,5,INDEPENDENT,2311 SAN LUIS ST,SAN ANTONIO,78207,35,53,25,15
15907123,SAN ANTONIO ISD,FENWICK ACAD.,5,INDEPENDENT,1930 WAVERLY AVE,SAN ANTONIO,78228,15,42,21,13
15907124,SAN ANTONIO ISD,MURIEL FORBES A,5,INDEPENDENT,2630 SALLY GAY DR,SAN ANTONIO,78223,6,26,14,9
15907125,SAN ANTONIO ISD,FOSTER ACAD.,5,INDEPENDENT,6718 PECAN VLY DR,SAN ANTONIO,78223,16,66,41,24
15907126,SAN ANTONIO ISD,FRANKLIN ELEM.,5,INDEPENDENT,1915 W OLMOS DR,SAN ANTONIO,78201,9,46,28,16
15907127,SAN ANTONIO ISD,GATES ELEM.,5,INDEPENDENT,510 MORNINGVIEW DR,SAN ANTONIO,78220,6,24,16,11
15907129,SAN ANTONIO ISD,CHARLES GRAEBNE,5,INDEPENDENT,530 HOOVER ST,SAN ANTONIO,78225,28,105,65,41
15907131,SAN ANTONIO ISD,ROBERT B. GREEN,5,INDEPENDENT,122 W WHITTIER ST,SAN ANTONIO,78210,13,10,4,3
15907132,SAN ANTONIO ISD,HERFF ACAD.,5,INDEPENDENT,996 S HACKBERRY,SAN ANTONIO,78210,8,34,21,10
15907134,SAN ANTONIO ISD,HIGHLAND HILLS,5,INDEPENDENT,734 GLAMIS AVE,SAN ANTONIO,78223,14,76,60,33
15907135,SAN ANTONIO ISD,HIGHLAND PARK E,5,INDEPENDENT,635 RIGSBY AVE,SAN ANTONIO,78210,10,59,49,33
15907136,SAN ANTONIO ISD,HILLCREST ELEM.,5,INDEPENDENT,211 W MALONE AVE,SAN ANTONIO,78214,21,41,27,16
15907137,SAN ANTONIO ISD,HIRSCH ELEM.,5,INDEPENDENT,4826 SEABREEZE DR,SAN ANTONIO,78220,54,69,36,20
15907139,SAN ANTONIO ISD,HUPPERTZ ELEM.,5,INDEPENDENT,247 BANGOR DR,SAN ANTONIO,78228,24,33,20,16
15907140,SAN ANTONIO ISD,RODRIGUEZ ELEM.,5,,,,,26,23,9,4
15907141,SAN ANTONIO ISD,ELOISE JAPHET A,5,INDEPENDENT,314 ASTOR ST,SAN ANTONIO,78210,36,86,44,21
15907142,SAN ANTONIO ISD,M.L. KING ACAD.,5,INDEPENDENT,3501 MARTIN LUTHER KING DR,SAN ANTONIO,78220,17,29,13,8
15907143,SAN ANTONIO ISD,GEORGE E. KELLY,5,INDEPENDENT,1026 THOMPSON PL,SAN ANTONIO,78226,10,29,17,8
15907144,SAN ANTONIO ISD,SARAH S. KING E,5,INDEPENDENT,1001 CERALVO ST,SAN ANTONIO,78207,23,61,26,16
15907146,SAN ANTONIO ISD,LAMAR ELEM.,5,INDEPENDENT,201 PARLAND PL,SAN ANTONIO,78209,10,22,11,5
15907147,SAN ANTONIO ISD,BOWDEN ACAD.,5,INDEPENDENT,515 WILLOW ST,SAN ANTONIO,78202,12,38,18,9
15907148,SAN ANTONIO ISD,MADISON ELEM.,5,INDEPENDENT,2900 W WOODLAWN AVE,SAN ANTONIO,78228,24,54,31,12
15907149,SAN ANTONIO ISD,MARGIL ACAD.,5,INDEPENDENT,1000 PEREZ ST,SAN ANTONIO,78207,10,49,33,16
15907150,SAN ANTONIO ISD,MAVERICK ELEM.,5,INDEPENDENT,107 RALEIGH PL,SAN ANTONIO,78201,38,53,26,12
15907153,SAN ANTONIO ISD,DORIE MILLER EL,5,INDEPENDENT,207 LINCOLNSHIRE DR,SAN ANTONIO,78220,12,21,11,8
15907155,SAN ANTONIO ISD,NEAL ELEM.,5,INDEPENDENT,3407 CAPITOL AVE,SAN ANTONIO,78201,13,51,31,20
15907157,SAN ANTONIO ISD,OGDEN ACAD.,5,INDEPENDENT,2215 LEAL ST,SAN ANTONIO,78207,34,44,23,14
15907158,SAN ANTONIO ISD,PERSHING ELEM.,5,INDEPENDENT,600 SANDMEYER ST,SAN ANTONIO,78208,24,42,16,4
15907160,SAN ANTONIO ISD,RIVERSIDE PARK,5,INDEPENDENT,202 SCHOOL ST,SAN ANTONIO,78210,15,32,18,9
15907161,SAN ANTONIO ISD,ROGERS ACAD.,5,INDEPENDENT,620 MCILVAINE,SAN ANTONIO,78212,20,59,28,10
15907162,SAN ANTONIO ISD,DAVID BARKLEY-F,5,INDEPENDENT,1111 S NAVIDAD ST,SAN ANTONIO,78207,20,71,31,13
15907164,SAN ANTONIO ISD,SCHENCK ELEM.,5,INDEPENDENT,101 KATE SCHENCK AVE,SAN ANTONIO,78223,12,45,32,17
15907165,SAN ANTONIO ISD,SMITH ELEM.,5,INDEPENDENT,823 S GEVERS ST,SAN ANTONIO,78203,8,37,23,14
15907168,SAN ANTONIO ISD,P.F. STEWART EL,5,INDEPENDENT,1950 RIGSBY AVE,SAN ANTONIO,78210,24,29,12,6
15907169,SAN ANTONIO ISD,STORM ELEM.,5,INDEPENDENT,435 BRADY BLVD,SAN ANTONIO,78207,31,16,3,2
15907172,SAN ANTONIO ISD,WASHINGTON ELEM,5,INDEPENDENT,1823 NOLAN ST,SAN ANTONIO,78202,13,31,13,6
15907174,SAN ANTONIO ISD,WILSON ELEM.,5,INDEPENDENT,1421 CLOWER ST,SAN ANTONIO,78201,24,46,26,17
15907175,SAN ANTONIO ISD,WOODLAWN ACAD.,5,INDEPENDENT,1717 W MAGNOLIA AVE,SAN ANTONIO,78201,34,52,32,20
15907176,SAN ANTONIO ISD,WOODLAWN HILLS,5,INDEPENDENT,110 W QUILL DR,SAN ANTONIO,78228,11,56,31,15
15907177,SAN ANTONIO ISD,YOUNG MEN'S LEA,5,INDEPENDENT,415 GABRIEL ST,SAN ANTONIO,78202,22,41,22,16
15907179,SAN ANTONIO ISD,HAWTHORNE PRE-K,5,INDEPENDENT,115 W JOSEPHINE ST,SAN ANTONIO,78212,31,50,23,10
15907195,SAN ANTONIO ISD,JUVENILE DETENT,5,INDEPENDENT,600 MISSION RD,SAN ANTONIO,78210,,,,
15907201,SAN ANTONIO ISD,CHILDREN'S SHEL,5,INDEPENDENT,2939 W WIOODLAWN,SAN ANTONIO,78228,,,,
15907210,SAN ANTONIO ISD,MISSION ACAD.,5,INDEPENDENT,9210 S PRESA ST,SAN ANTONIO,78223,8,64,45,26
15908104,SOUTH SAN ANTON,HUTCHINS ELEM.,5,INDEPENDENT,1919 W HUTCHINS PL,SAN ANTONIO,78224,37,50,24,8
15908105,SOUTH SAN ANTON,KINDRED ELEM.,5,INDEPENDENT,7811 KINDRED ST,SAN ANTONIO,78224,13,49,26,13
15908106,SOUTH SAN ANTON,PALO ALTO ELEM.,5,INDEPENDENT,1725 PALO ALTO RD,SAN ANTONIO,78211,17,61,26,12
15908107,SOUTH SAN ANTON,PRICE ELEM.,5,INDEPENDENT,245 PRICE AVE,SAN ANTONIO,78211,13,83,51,31
15908108,SOUTH SAN ANTON,FRANK MADLA ELE,5,INDEPENDENT,6100 ROYALGATE DR,SAN ANTONIO,78242,25,51,26,14
15908109,SOUTH SAN ANTON,FIVE PALMS ELEM,5,INDEPENDENT,7138 FIVE PALMS DR,SAN ANTONIO,78242,15,67,24,13
15908110,SOUTH SAN ANTON,NEIL ARMSTRONG,5,INDEPENDENT,7111 APPLE VALLEY DR,SAN ANTONIO,78242,27,46,12,8
15908112,SOUTH SAN ANTON,MIGUEL CARRILLO,5,INDEPENDENT,500 PRICE AVE,SAN ANTONIO,78211,26,41,22,7
15908113,SOUTH SAN ANTON,ROY BENAVIDEZ E,5,INDEPENDENT,8340 SO IH 35,SAN ANTONIO,78224,25,73,35,19
15909105,SOMERSET ISD,SAVANNAH HEIGHT,5,INDEPENDENT,5040 SMITH RD,VON ORMY,78073,82,186,94,45
15910101,NORTH EAST ISD,CASTLE HILLS EL,5,INDEPENDENT,200 LEMONWOOD,SAN ANTONIO,78213,3,80,50,34
15910102,NORTH EAST ISD,COKER ELEM.,5,INDEPENDENT,302 HEIMER RD,SAN ANTONIO,78232,14,111,78,43
15910103,NORTH EAST ISD,COLONIAL HILLS,5,INDEPENDENT,2627 KERRYBROOK CT,SAN ANTONIO,78230,19,43,22,13
15910104,NORTH EAST ISD,DELLVIEW ELEM.,5,INDEPENDENT,7235 DEWHURST RD,SAN ANTONIO,78213,12,52,32,20
15910105,NORTH EAST ISD,EAST TERRELL HI,5,INDEPENDENT,4415 BLOOMDALE DR,SAN ANTONIO,78218,10,43,28,17
15910106,NORTH EAST ISD,HARMONY HILLS E,5,INDEPENDENT,10727 MEMORY LN,SAN ANTONIO,78216,31,62,26,12
15910107,NORTH EAST ISD,JACKSON-KELLER,5,INDEPENDENT,1601 JACKSON KELLER RD,SAN ANTONIO,78213,30,63,36,26
15910108,NORTH EAST ISD,LARKSPUR ELEM.,5,INDEPENDENT,1802 LARKSPUR,SAN ANTONIO,78213,35,50,25,11
15910109,NORTH EAST ISD,NORTHWOOD ELEM.,5,INDEPENDENT,519 PIKE RD,SAN ANTONIO,78209,9,72,57,39
15910110,NORTH EAST ISD,OAK GROVE ELEM.,5,INDEPENDENT,3250 NACOGDOCHES RD,SAN ANTONIO,78217,25,34,18,8
15910111,NORTH EAST ISD,OLMOS ELEM.,5,INDEPENDENT,1103 ALLENA DR,SAN ANTONIO,78213,6,59,45,27
15910112,NORTH EAST ISD,RIDGEVIEW ELEM.,5,INDEPENDENT,8223 N MCCULLOUGH AVE,SAN ANTONIO,78216,16,63,42,25
15910113,NORTH EAST ISD,SERNA ELEM.,5,INDEPENDENT,2569 N E LOOP 410,SAN ANTONIO,78217,24,46,18,14
15910114,NORTH EAST ISD,WALZEM ELEM.,5,INDEPENDENT,4618 WALZEM RD,SAN ANTONIO,78218,17,42,25,13
15910115,NORTH EAST ISD,WEST AVENUE ELE,5,,,,,19,38,16,5
15910116,NORTH EAST ISD,WILSHIRE ELEM.,5,INDEPENDENT,6523 CASCADE,SAN ANTONIO,78218,4,35,19,11
15910117,NORTH EAST ISD,WINDCREST ELEM.,5,INDEPENDENT,465 FAIRCREST DR,SAN ANTONIO,78239,27,82,31,18
15910118,NORTH EAST ISD,CAMELOT ELEM.,5,INDEPENDENT,7410 RAY BON DR,SAN ANTONIO,78218,21,63,39,22
15910119,NORTH EAST ISD,CLEAR SPRING EL,5,INDEPENDENT,4311 CLEAR SPRING DR,SAN ANTONIO,78217,17,41,22,15
15910120,NORTH EAST ISD,REGENCY PLACE E,5,INDEPENDENT,10222 BROADWAY,SAN ANTONIO,78217,9,37,16,9
15910121,NORTH EAST ISD,EL DORADO ELEM.,5,INDEPENDENT,12634 EL SENDERO,SAN ANTONIO,78233,25,82,47,23
15910122,NORTH EAST ISD,MONTGOMERY ELEM,5,INDEPENDENT,7047 MONTGOMERY DR,SAN ANTONIO,78239,35,60,26,18
15910123,NORTH EAST ISD,HIDDEN FOREST E,5,INDEPENDENT,802 SILVER SPRUCE,SAN ANTONIO,78232,4,109,94,82
15910124,NORTH EAST ISD,WOODSTONE ELEM.,5,INDEPENDENT,5602 FOUNTAINWOOD,SAN ANTONIO,78233,51,91,47,22
15910125,NORTH EAST ISD,STAHL ELEM.,5,INDEPENDENT,5222 STAHL RD,SAN ANTONIO,78247,31,99,53,33
15910126,NORTH EAST ISD,THOUSAND OAKS E,5,INDEPENDENT,16080 HENDERSON PASS,SAN ANTONIO,78232,35,115,80,41
15910127,NORTH EAST ISD,NORTHERN HILLS,5,INDEPENDENT,13901 HIGGINS RD,SAN ANTONIO,78217,32,82,50,33
15910128,NORTH EAST ISD,REDLAND OAKS EL,5,INDEPENDENT,16650 REDLAND RD,SAN ANTONIO,78247,5,61,45,29
15910129,NORTH EAST ISD,ENCINO PARK ELE,5,INDEPENDENT,2550 ENCINO RIO,SAN ANTONIO,78259,3,118,103,78
15910130,NORTH EAST ISD,FOX RUN ELEM.,5,INDEPENDENT,6111 FOX CREEK,SAN ANTONIO,78247,10,117,87,61
15910131,NORTH EAST ISD,OAK MEADOW ELEM,5,INDEPENDENT,2800 HUNTERS GREEN ST,SAN ANTONIO,78231,4,66,51,40
15910133,NORTH EAST ISD,STONE OAK ELEM.,5,INDEPENDENT,21045 CRESENT OAK,SAN ANTONIO,78258,5,113,90,61
15910134,NORTH EAST ISD,LONGS CREEK ELE,5,INDEPENDENT,15806 O'CONNOR,SAN ANTONIO,78247,8,103,79,63
15910135,NORTH EAST ISD,HUEBNER ELEM.,5,INDEPENDENT,16311 HUEBNER RD,SAN ANTONIO,78248,8,125,95,68
15910136,NORTH EAST ISD,HARDY OAK ELEM.,5,INDEPENDENT,22900 HARDY OAK BLVD,SAN ANTONIO,78258,1,179,170,148
15910137,NORTH EAST ISD,WETMORE ELEM.,5,INDEPENDENT,3250 THOUSAND OAKS,SAN ANTONIO,78247,15,84,58,30
15910138,NORTH EAST ISD,ROYAL RIDGE ELE,5,INDEPENDENT,5933 ROYAL RIDGE,SAN ANTONIO,78239,21,80,40,18
15910139,NORTH EAST ISD,ROAN FOREST ELE,5,INDEPENDENT,22710 ROAN PARK,SAN ANTONIO,78259,5,111,103,81
15910140,NORTH EAST ISD,CANYON RIDGE EL,5,INDEPENDENT,20522 STONE OAK PKWY,SAN ANTONIO,78258,8,126,108,73
15910141,NORTH EAST ISD,STEUBING RANCH,5,INDEPENDENT,5100 KNOLL CREEK,SAN ANTONIO,78247,20,141,112,74
15910142,NORTH EAST ISD,BULVERDE CREEK,5,INDEPENDENT,3839 CANYON PKWY,SAN ANTONIO,78259,12,205,169,139
15910143,NORTH EAST ISD,WILDERNESS OAK,5,INDEPENDENT,21019 WILDERNESS OAK,SAN ANTONIO,78258,4,124,106,81
15910144,NORTH EAST ISD,TUSCANY HEIGHTS,5,INDEPENDENT,25001 WILDERNESS OAK,SAN ANTONIO,78260,7,149,122,85
15910145,NORTH EAST ISD,CIBOLO GREEN,5,INDEPENDENT,24315 BULVERDE GREEN,SAN ANTONIO,78261,6,183,150,117
15910146,NORTH EAST ISD,LAS LOMAS ELEM.,5,INDEPENDENT,20303 HARDY OAK,SAN ANTONIO,78258,3,97,84,64
15910147,NORTH EAST ISD,VINEYARD RANCH,5,INDEPENDENT,16818 HUEBNER RD,SAN ANTONIO,78258,3,114,93,80
15911042,EAST CENTRAL IS,SALADO INTERMED,5,,,,,130,233,128,57
15911108,EAST CENTRAL IS,TRADITION ELEM.,5,INDEPENDENT,12885 FM 1346,ST HEDWIG,78152,37,98,56,30
15911110,EAST CENTRAL IS,OAK CREST ELEM.,5,INDEPENDENT,7806 NEW SULPHUR SPRINGS RD,SAN ANTONIO,78263,78,185,109,62
15912101,SOUTHWEST ISD,SOUTHWEST ELEM.,5,INDEPENDENT,11914 DRAGON LN,SAN ANTONIO,78252,11,84,55,33
15912102,SOUTHWEST ISD,SUN VALLEY ELEM,5,INDEPENDENT,6803 S W LOOP 410,SAN ANTONIO,78227,18,73,45,29
15912103,SOUTHWEST ISD,INDIAN CREEK EL,5,INDEPENDENT,5830 OLD PEARSALL RD,SAN ANTONIO,78242,12,88,59,30
15912104,SOUTHWEST ISD,BOB HOPE ELEM.,5,INDEPENDENT,3022 REFORMA,SAN ANTONIO,78211,11,59,45,25
15912105,SOUTHWEST ISD,SKY HARBOUR ELE,5,INDEPENDENT,5902 FISHERS BEND,SAN ANTONIO,78242,15,87,54,29
15912106,SOUTHWEST ISD,HIDDEN COVE ELE,5,INDEPENDENT,5102 TRADING POST,SAN ANTONIO,78242,24,74,49,20
15912107,SOUTHWEST ISD,BIG COUNTRY ELE,5,INDEPENDENT,2250 PUE RD,SAN ANTONIO,78245,3,100,82,55
15912108,SOUTHWEST ISD,ELM CREEK ELEM.,5,INDEPENDENT,11535 PEARSALL RD,ATASCOSA,78002,8,107,76,45
15912109,SOUTHWEST ISD,KRIEWALD ROAD E,5,INDEPENDENT,10355 KRIEWALD RD,SAN ANTONIO,78245,19,77,50,31
15912110,SOUTHWEST ISD,SPICEWOOD PARK,5,INDEPENDENT,11303 TILSON,SAN ANTONIO,78224,22,53,29,11
15912111,SOUTHWEST ISD,MEDIO CREEK ELE,5,INDEPENDENT,6511 OLD PEARSALL RD,SAN ANTONIO,78252,16,81,55,36
15913101,LACKLAND ISD,LACKLAND ELEM.,5,INDEPENDENT,2460 KENLY AVE BLDG 8265,SAN ANTONIO,78236,7,75,57,45
15914101,FORT SAM HOUSTO,FORT SAM HOUSTO,5,INDEPENDENT,4351 NURSERY RD,SAN ANTONIO,78234,10,96,65,45
15915101,NORTHSIDE ISD,CABLE ELEM.,5,INDEPENDENT,1706 PINN RD,SAN ANTONIO,78227,29,68,34,20
15915102,NORTHSIDE ISD,GLENN ELEM.,5,INDEPENDENT,2385 HORAL,SAN ANTONIO,78227,29,51,27,17
15915103,NORTHSIDE ISD,GLENOAKS ELEM.,5,INDEPENDENT,5103 NEWCOME DR,SAN ANTONIO,78229,17,80,60,42
15915104,NORTHSIDE ISD,HELOTES ELEM.,5,INDEPENDENT,13878 RIGGS RD,HELOTES,78023,4,70,51,35
15915105,NORTHSIDE ISD,HULL ELEM.,5,INDEPENDENT,7320 REMUDA DR,SAN ANTONIO,78227,22,55,28,12
15915106,NORTHSIDE ISD,ALLEN ELEM.,5,INDEPENDENT,101 DUMONT DR,SAN ANTONIO,78227,7,75,52,33
15915107,NORTHSIDE ISD,FISHER ELEM.,5,INDEPENDENT,3430 BARREL PASS,SAN ANTONIO,78245,19,101,54,27
15915108,NORTHSIDE ISD,LEON VALLEY ELE,5,INDEPENDENT,7111 HUEBNER RD,SAN ANTONIO,78240,17,68,46,36
15915109,NORTHSIDE ISD,LOCKE HILL ELEM,5,INDEPENDENT,5050 DE ZAVALA RD,SAN ANTONIO,78249,28,75,45,26
15915111,NORTHSIDE ISD,GLASS ELEM.,5,INDEPENDENT,519 CLEARVIEW DR,SAN ANTONIO,78228,10,71,52,27
15915112,NORTHSIDE ISD,POWELL ELEM.,5,INDEPENDENT,6003 THUNDER DR,SAN ANTONIO,78238,21,72,45,27
15915113,NORTHSIDE ISD,VALLEY HI ELEM.,5,INDEPENDENT,8503 RAY ELLISON DR,SAN ANTONIO,78227,11,59,41,24
15915114,NORTHSIDE ISD,WESTWOOD TERRAC,5,INDEPENDENT,2315 HACKAMORE LN,SAN ANTONIO,78227,9,66,41,28
15915115,NORTHSIDE ISD,COLONIES NORTH,5,INDEPENDENT,9915 NORTHAMPTON DR,SAN ANTONIO,78230,35,60,31,14
15915116,NORTHSIDE ISD,VILLARREAL ELEM,5,INDEPENDENT,2902 WHITE TAIL DR,SAN ANTONIO,78228,21,94,55,27
15915117,NORTHSIDE ISD,MEADOW VILLAGE,5,INDEPENDENT,1406 MEADOW WAY DR,SAN ANTONIO,78227,32,66,30,14
15915118,NORTHSIDE ISD,OAK HILLS TERRA,5,INDEPENDENT,5710 CARY GRANT DR,SAN ANTONIO,78240,28,70,38,22
15915119,NORTHSIDE ISD,HOWSMAN ELEM.,5,INDEPENDENT,11431 VANCE JACKSON RD,SAN ANTONIO,78230,19,85,58,40
15915122,NORTHSIDE ISD,PASSMORE ELEM.,5,INDEPENDENT,570 PINN RD,SAN ANTONIO,78227,14,64,34,18
15915123,NORTHSIDE ISD,ADAMS HILL ELEM,5,INDEPENDENT,9627 ADAMS HILL DR,SAN ANTONIO,78245,12,68,44,24
15915124,NORTHSIDE ISD,ESPARZA ELEM.,5,INDEPENDENT,5700 HEMPHILL DR,SAN ANTONIO,78228,25,47,23,9
15915125,NORTHSIDE ISD,BOONE ELEM.,5,INDEPENDENT,6614 SPRINGTIME DR,SAN ANTONIO,78249,23,65,42,17
15915128,NORTHSIDE ISD,CARLOS COON ELE,5,INDEPENDENT,3110 TIMBER VIEW,SAN ANTONIO,78251,33,95,45,22
15915130,NORTHSIDE ISD,MURNIN ELEM.,5,INDEPENDENT,9019 DUGAS,SAN ANTONIO,78251,31,125,85,51
15915131,NORTHSIDE ISD,LINTON ELEM.,5,INDEPENDENT,2103 OAKHILL RD,SAN ANTONIO,78238,5,77,49,28
15915132,NORTHSIDE ISD,TIMBERWILDE ELE,5,INDEPENDENT,8838 TIMBERWILDE,SAN ANTONIO,78250,15,83,42,21
15915134,NORTHSIDE ISD,BRAUN STATION E,5,INDEPENDENT,8631 TEZEL RD,SAN ANTONIO,78254,3,75,57,36
15915135,NORTHSIDE ISD,CODY ELEM.,5,INDEPENDENT,10403 DUGAS DR,SAN ANTONIO,78245,17,73,44,28
15915136,NORTHSIDE ISD,NORTHWEST CROSS,5,INDEPENDENT,10255 DOVER RDG,SAN ANTONIO,78250,21,73,50,29
15915138,NORTHSIDE ISD,KNOWLTON ELEM.,5,INDEPENDENT,9500 TIMBER PATH,SAN ANTONIO,78250,11,95,75,51
15915141,NORTHSIDE ISD,FORESTER ELEM.,5,INDEPENDENT,10726 ROUSSEAU,SAN ANTONIO,78245,16,117,75,47
15915143,NORTHSIDE ISD,SCOBEE ELEM.,5,INDEPENDENT,11223 CEDAR PARK,SAN ANTONIO,78249,5,80,65,49
15915144,NORTHSIDE ISD,GALM ELEM.,5,INDEPENDENT,1454 SAXON HILL DR,SAN ANTONIO,78253,18,85,68,34
15915145,NORTHSIDE ISD,ELROD ELEM.,5,INDEPENDENT,8885 HEATH CIR DR,SAN ANTONIO,78250,7,73,47,35
15915148,NORTHSIDE ISD,WANKE ELEM.,5,INDEPENDENT,10419 OLD PRUE RD,SAN ANTONIO,78249,7,96,69,43
15915149,NORTHSIDE ISD,THORNTON ELEM.,5,INDEPENDENT,6450 PEMBROKE,SAN ANTONIO,78240,14,97,71,47
15915150,NORTHSIDE ISD,BRAUCHLE ELEM.,5,INDEPENDENT,8555 BOWENS CROSSING,SAN ANTONIO,78250,21,100,70,49
15915151,NORTHSIDE ISD,FERNANDEZ ELEM.,5,INDEPENDENT,6845 RIDGEBROOK,SAN ANTONIO,78250,5,82,64,44
15915152,NORTHSIDE ISD,LEON SPRINGS EL,5,INDEPENDENT,23881 IH 10 W,SAN ANTONIO,78257,5,81,69,54
15915156,NORTHSIDE ISD,EVERS ELEM.,5,INDEPENDENT,1715 RICHLAND HILLS DR,SAN ANTONIO,78251,13,113,83,58
15915157,NORTHSIDE ISD,MAY ELEM.,5,INDEPENDENT,15707 CHASE HILL,SAN ANTONIO,78256,21,69,35,25
15915158,NORTHSIDE ISD,MCDERMOTT ELEM.,5,INDEPENDENT,5111 USAA BLVD,SAN ANTONIO,78240,31,60,33,19
15915160,NORTHSIDE ISD,MYERS ELEM.,5,INDEPENDENT,3031 VILLAGE PKWY,SAN ANTONIO,78251,21,74,47,27
15915161,NORTHSIDE ISD,STEUBING ELEM.,5,INDEPENDENT,11655 BRAEFIELD,SAN ANTONIO,78249,6,78,59,44
15915162,NORTHSIDE ISD,MICHAEL ELEM.,5,INDEPENDENT,3155 QUIET PLAIN,SAN ANTONIO,78245,23,116,69,26
15915165,NORTHSIDE ISD,CARSON ELEM.,5,INDEPENDENT,8151 OLD TEZEL RD,SAN ANTONIO,78250,4,92,77,60
15915166,NORTHSIDE ISD,BURKE ELEM.,5,INDEPENDENT,10111 TERRA OAK,SAN ANTONIO,78250,3,70,59,44
15915167,NORTHSIDE ISD,RABA ELEM.,5,INDEPENDENT,9740 MISTY ROCK,SAN ANTONIO,78251,6,126,106,82
15915168,NORTHSIDE ISD,LEWIS ELEM.,5,INDEPENDENT,1000 SEASCAPE DR,SAN ANTONIO,78251,10,104,74,50
15915169,NORTHSIDE ISD,RHODES ELEM.,5,INDEPENDENT,5714 N KNOLL,SAN ANTONIO,78240,15,63,38,22
15915170,NORTHSIDE ISD,NICHOLS ELEM.,5,INDEPENDENT,9560 BRAUN RD,SAN ANTONIO,78254,9,81,47,23
15915171,NORTHSIDE ISD,DRIGGERS ELEM.,5,INDEPENDENT,6901 SHADOW MIST,SAN ANTONIO,78238,12,75,49,28
15915177,NORTHSIDE ISD,CARNAHAN ELEM.,5,INDEPENDENT,6839 BABCOCK RD,SAN ANTONIO,78249,17,68,43,29
15915178,NORTHSIDE ISD,AUE ELEM.,5,INDEPENDENT,24750 BAYWATER STAGE,SAN ANTONIO,78255,8,97,85,65
15915179,NORTHSIDE ISD,SCARBOROUGH ELE,5,INDEPENDENT,12280 SILVER POINTE,SAN ANTONIO,78238,20,170,146,115
15915180,NORTHSIDE ISD,BEARD ELEM.,5,INDEPENDENT,8725 SONOMA PKWY,HELOTES,78023,4,118,101,78
15915181,NORTHSIDE ISD,BLATTMAN ELEM.,5,INDEPENDENT,3300 N LOOP 1604 W,SAN ANTONIO,78231,2,84,77,65
15915182,NORTHSIDE ISD,OTT ELEM.,5,INDEPENDENT,100 N GROSENBACHER,SAN ANTONIO,78253,14,118,76,36
15915183,NORTHSIDE ISD,WARD ELEM.,5,INDEPENDENT,8400 CAVERN HILL,SAN ANTONIO,78254,7,134,101,71
15915184,NORTHSIDE ISD,HATCHETT ELEM.,5,INDEPENDENT,10700 INGRAM RD,SAN ANTONIO,78245,26,112,67,29
15915185,NORTHSIDE ISD,MEAD ELEM.,5,INDEPENDENT,3803 MID HORIZON DR,SAN ANTONIO,78229,22,66,44,27
15915186,NORTHSIDE ISD,KRUEGER ELEM.,5,INDEPENDENT,9900 WILDHORSE PKWY,SAN ANTONIO,78254,8,115,84,57
15915187,NORTHSIDE ISD,LANGLEY ELEM.,5,INDEPENDENT,14185 BELLA VISTA PLACE,SAN ANTONIO,78253,8,75,47,34
15915188,NORTHSIDE ISD,HOFFMANN ELEM.,5,INDEPENDENT,12118 VOLUNTEER PKWY,SAN ANTONIO,78253,19,160,126,86
15915189,NORTHSIDE ISD,MARTIN ELEM.,5,INDEPENDENT,730 CANTERBURY DR,SAN ANTONIO,78228,38,71,30,12
15915191,NORTHSIDE ISD,KUENTZ ELEM.,5,INDEPENDENT,12303 LESLIE RD,HELOTES,78023,9,138,112,76
15915192,NORTHSIDE ISD,BEHLAU ELEM.,5,INDEPENDENT,2355 CAMP LIGHT WAY,SAN ANTONIO,78245,14,81,58,28
15915193,NORTHSIDE ISD,FRANKLIN ELEM.,5,INDEPENDENT,9180 SILVER SPOT,SAN ANTONIO,78254,6,99,76,55
15915195,NORTHSIDE ISD,MIRELES ELEM.,5,INDEPENDENT,12260 ROCKWALL MILL,SAN ANTONIO,78253,9,158,136,108
15915198,NORTHSIDE ISD,HENDERSON ELEM.,5,INDEPENDENT,14605 KALLISON BEND,SAN ANTONIO,78254,9,85,67,37
15915223,NORTHSIDE ISD,KALLISON ELEM.,5,INDEPENDENT,8610 RANCH VIEW E,SAN ANTONIO,78235,5,128,112,89
15915224,NORTHSIDE ISD,MORA ELEM.,5,INDEPENDENT,1520 AMERICAN LOTUS,SAN ANTONIO,78245,15,60,33,22
15915225,NORTHSIDE ISD,LIECK ELEM.,5,INDEPENDENT,12600 REID RANCH,SAN ANTONIO,78245,9,96,62,37
15915226,NORTHSIDE ISD,FIELDS ELEM.,5,INDEPENDENT,9570 FM 1560 N,SAN ANTONIO,78254,12,141,110,73
15915227,NORTHSIDE ISD,BOLDT ELEM.,5,INDEPENDENT,310 HOLLIMON PKWY,SAN ANTONIO,78253,13,114,78,43
15915228,NORTHSIDE ISD,COLE ELEM.,5,INDEPENDENT,13185 TILLMAN RIDGE,SAN ANTONIO,78253,10,128,101,82
15915230,NORTHSIDE ISD,MCANDREW ELEM.,5,INDEPENDENT,26615 TOUTANT BEAUREGARD,SAN ANTONIO,78006,0,55,51,41
