CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,Zipcode,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level,Income Below 75K,Income Over 100K,High School Diploma,Master Degree,Poverty Family,Non Poverty Family
15822007,JUBILEE ACADEMI,JUBILEE LIVING,5,CHARTER,4955 PABLO KISEL,BROWNSVILLE,78526.0,2.0,46.0,41.0,26.0,0.0,0.0,4524.0,1225.0,1731.0,5745.0
15822008,JUBILEE ACADEMI,JUBILEE HARLING,5,CHARTER,4501 W EXPY 83,HARLINGEN,78552.0,10.0,26.0,18.0,12.0,14.0,0.0,5169.0,1216.0,881.0,3741.0
15822009,JUBILEE ACADEMI,JUBILEE WELLS B,5,CHARTER,15201 BURNET RD,AUSTIN,78728.0,23.0,45.0,24.0,14.0,0.0,0.0,3053.0,1376.0,59.0,1228.0
15822010,JUBILEE ACADEMI,JUBILEE BROWNSV,5,CHARTER,4955 PABLO KISEL,BROWNSVILLE,78526.0,28.0,56.0,33.0,20.0,0.0,0.0,4524.0,1225.0,1731.0,5745.0
15822011,JUBILEE ACADEMI,JUBILEE LEADERS,5,CHARTER,4150 JAIME ZAPATA,BROWNSVILLE,78521.0,9.0,11.0,5.0,3.0,6.0,0.0,9671.0,1030.0,4998.0,7411.0
15825001,LIGHTHOUSE CHAR,LIGHTHOUSE CHAR,5,CHARTER,8138 WESTSHIRE DR,SAN ANTONIO,78227.0,3.0,33.0,20.0,10.0,0.0,0.0,7571.0,446.0,812.0,4702.0
15827002,SCHOOL OF SCIEN,SCHOOL OF SCIEN,5,CHARTER,12200 CROWNPOINT DR STE 100,SAN ANTONIO,78233.0,1.0,51.0,46.0,36.0,57.0,0.0,8295.0,1475.0,184.0,3857.0
15827003,SCHOOL OF SCIEN,SCHOOL OF SCIEN,5,CHARTER,16200 TX 249,HOUSTON,77086.0,8.0,41.0,27.0,21.0,0.0,0.0,4887.0,257.0,1033.0,2900.0
15827004,SCHOOL OF SCIEN,SCHOOL OF SCIEN,5,CHARTER,330 N SAM HOUSTON PKWY E,HOUSTON,77060.0,12.0,26.0,10.0,4.0,0.0,0.0,5709.0,213.0,1304.0,3275.0
15828002,HARMONY SCIENCE,HARMONY SCHOOL,5,CHARTER,8125 GLEN MONT DR,SAN ANTONIO,78239.0,23.0,43.0,22.0,14.0,0.0,0.0,4311.0,1309.0,433.0,2175.0
15828004,HARMONY SCIENCE,HARMONY SCHOOL,5,CHARTER,4608 DAUGHERTY AVE,LAREDO,78041.0,15.0,94.0,53.0,27.0,48.0,89.0,6318.0,1731.0,1525.0,3641.0
15828005,HARMONY SCIENCE,HARMONY SCIENCE,5,CHARTER,1124 CENTRAL BLVD,BROWNSVILLE,78520.0,10.0,59.0,30.0,20.0,15.0,0.0,6749.0,1378.0,2385.0,5254.0
15828006,HARMONY SCIENCE,HARMONY SCHOOL,5,CHARTER,2015 SW LOOP 410,SAN ANTONIO,78227.0,18.0,75.0,44.0,29.0,0.0,0.0,7571.0,446.0,812.0,4702.0
15830001,BROOKS ACADEMIE,BROOKS ACAD. OF,5,CHARTER,3803 LYSTER RD,SAN ANTONIO,78235.0,48.0,98.0,50.0,25.0,0.0,0.0,195.0,22.0,64.0,25.0
15830101,BROOKS ACADEMIE,BROOKS COLLEGIA,5,CHARTER,4802 VANCE JACKSON RD,SAN ANTONIO,78230.0,30.0,81.0,43.0,27.0,40.0,14.0,3981.0,3618.0,684.0,3494.0
15830102,BROOKS ACADEMIE,BROOKS ACAD. LO,5,CHARTER,4802 VANCE JACKSON RD,SAN ANTONIO,78230.0,6.0,7.0,5.0,1.0,40.0,14.0,3981.0,3618.0,684.0,3494.0
15830103,BROOKS ACADEMIE,BROOKS ACAD. OA,5,CHARTER,6070 BABCOCK RD,SAN ANTONIO,78240.0,2.0,16.0,12.0,9.0,3.0,0.0,5638.0,3938.0,835.0,3649.0
15831001,SCHOOL OF SCIEN,SCHOOL OF SCIEN,5,CHARTER,5707 BANDERA RD,SAN ANTONIO,78238.0,13.0,36.0,22.0,16.0,8.0,0.0,3922.0,787.0,271.0,2042.0
15831002,SCHOOL OF SCIEN,SCHOOL OF SCIEN,5,CHARTER,6633 EVANS RD,CORPUS CHRISTI,78413.0,9.0,88.0,66.0,45.0,25.0,0.0,5771.0,2007.0,77.0,3992.0
15831003,SCHOOL OF SCIEN,SCHOOL OF SCIEN,5,CHARTER,10550 WESTOFFICE DR,HOUSTON,77042.0,0.0,48.0,38.0,18.0,47.0,0.0,4442.0,2989.0,517.0,2230.0
15831004,SCHOOL OF SCIEN,SCHOOL OF SCIEN,5,CHARTER,12042 CULEBRA RD,SAN ANTONIO,78253.0,3.0,13.0,7.0,4.0,121.0,0.0,3856.0,3403.0,592.0,6131.0
15831005,SCHOOL OF SCIEN,SCHOOL OF SCIEN,5,CHARTER,10007 CLODINE RD,RICHMOND,77407.0,3.0,21.0,16.0,9.0,292.0,0.0,3449.0,4376.0,453.0,5727.0
15834002,BASIS TEXAS,BASIS SAN ANTON,5,CHARTER,318 E RAMSEY RD,SAN ANTONIO,78216.0,7.0,120.0,92.0,73.0,47.0,0.0,5856.0,2331.0,345.0,2657.0
15834101,BASIS TEXAS,BASIS SAN ANTON,5,CHARTER,8519 FLOYD CURL DR,SAN ANTONIO,78240.0,7.0,121.0,101.0,86.0,3.0,0.0,5638.0,3938.0,835.0,3649.0
15835001,GREAT HEARTS TE,GREAT HEARTS MO,5,CHARTER,211 BELKNAP PLACE,SAN ANTONIO,78212.0,1.0,72.0,57.0,47.0,5.0,0.0,3907.0,1367.0,130.0,1414.0
15835003,GREAT HEARTS TE,GREAT HEARTS NO,5,CHARTER,17223 JONES MALTSBERGER RD,SAN ANTONIO,78247.0,7.0,112.0,81.0,60.0,31.0,0.0,7690.0,2806.0,189.0,5781.0
15835004,GREAT HEARTS TE,GREAT HEARTS IR,5,CHARTER,3350 W STORY RD,IRVING,75038.0,6.0,82.0,77.0,60.0,8.0,0.0,3439.0,2917.0,191.0,1848.0
15835005,GREAT HEARTS TE,GREAT HEARTS WE,5,CHARTER,8702 INGRAM RD,SAN ANTONIO,78245.0,24.0,31.0,15.0,8.0,8.0,0.0,9649.0,2425.0,1230.0,8687.0
15836001,ELEANOR KOLITZ,ELEANOR KOLITZ,5,CHARTER,11327 DREAMLAND DR,SAN ANTONIO,78230.0,2.0,38.0,30.0,22.0,40.0,14.0,3981.0,3618.0,684.0,3494.0
15901101,ALAMO HEIGHTS I,CAMBRIDGE ELEM.,5,INDEPENDENT,1001 TOWNSEND AVE,SAN ANTONIO,78209.0,28.0,143.0,110.0,76.0,164.0,0.0,2653.0,4180.0,40.0,3539.0
15901104,ALAMO HEIGHTS I,WOODRIDGE ELEM.,5,INDEPENDENT,100 WOODRIDGE,SAN ANTONIO,78209.0,7.0,169.0,125.0,90.0,164.0,0.0,2653.0,4180.0,40.0,3539.0
15904101,HARLANDALE ISD,CARROLL BELL EL,5,INDEPENDENT,519 W HARDING,SAN ANTONIO,78221.0,6.0,54.0,25.0,8.0,0.0,0.0,7100.0,290.0,615.0,3410.0
15904102,HARLANDALE ISD,BELLAIRE ELEM.,5,INDEPENDENT,142 E AMBER PL,SAN ANTONIO,78221.0,34.0,64.0,35.0,20.0,0.0,0.0,7100.0,290.0,615.0,3410.0
15904103,HARLANDALE ISD,COLLIER ELEM.,5,INDEPENDENT,834 W SOUTHCROSS BLVD,SAN ANTONIO,78211.0,12.0,59.0,37.0,24.0,0.0,0.0,5518.0,281.0,462.0,2479.0
15904104,HARLANDALE ISD,COLUMBIA HEIGHT,5,INDEPENDENT,1610 FITCH AVE,SAN ANTONIO,78211.0,24.0,36.0,19.0,12.0,0.0,0.0,5518.0,281.0,462.0,2479.0
15904105,HARLANDALE ISD,STONEWALL-FLAND,5,INDEPENDENT,804 STONEWALL,SAN ANTONIO,78211.0,19.0,69.0,42.0,26.0,0.0,0.0,5518.0,281.0,462.0,2479.0
15904106,HARLANDALE ISD,V.M. ADAMS ELEM,5,INDEPENDENT,135 E SOUTHCROSS BLVD,SAN ANTONIO,78214.0,34.0,87.0,51.0,31.0,0.0,0.0,4263.0,238.0,925.0,1618.0
15904107,HARLANDALE ISD,GILLETTE ELEM.,5,INDEPENDENT,625 GILLETTE BLVD,SAN ANTONIO,78221.0,3.0,61.0,51.0,34.0,0.0,0.0,7100.0,290.0,615.0,3410.0
15904108,HARLANDALE ISD,H.W. SCHULZE EL,5,INDEPENDENT,9131 YETT BLVD,SAN ANTONIO,78221.0,16.0,104.0,67.0,30.0,0.0,0.0,7100.0,290.0,615.0,3410.0
15904109,HARLANDALE ISD,MORRILL ELEM.,5,INDEPENDENT,5200 S FLORES ST,SAN ANTONIO,78214.0,8.0,37.0,20.0,11.0,0.0,0.0,4263.0,238.0,925.0,1618.0
15904110,HARLANDALE ISD,RAYBURN ELEM.,5,INDEPENDENT,635 RAYBURN DR,SAN ANTONIO,78221.0,11.0,41.0,23.0,13.0,0.0,0.0,7100.0,290.0,615.0,3410.0
15904113,HARLANDALE ISD,VESTAL ELEM.,5,INDEPENDENT,1102 CANTRELL DR,SAN ANTONIO,78221.0,9.0,46.0,35.0,21.0,0.0,0.0,7100.0,290.0,615.0,3410.0
15904114,HARLANDALE ISD,WRIGHT ELEM.,5,INDEPENDENT,115 E HUFF AVE,SAN ANTONIO,78214.0,18.0,61.0,27.0,14.0,0.0,0.0,4263.0,238.0,925.0,1618.0
15904116,HARLANDALE ISD,E.H. GILBERT EL,5,INDEPENDENT,931 E SOUTHCROSS BLVD,SAN ANTONIO,78214.0,6.0,61.0,46.0,27.0,0.0,0.0,4263.0,238.0,925.0,1618.0
15905104,EDGEWOOD ISD,ROY CISNEROS EL,5,INDEPENDENT,3011 RUIZ,SAN ANTONIO,78237.0,8.0,71.0,46.0,19.0,0.0,0.0,6463.0,158.0,950.0,2008.0
15905106,EDGEWOOD ISD,ALONSO S. PERAL,5,INDEPENDENT,1507 CERALVO ST,SAN ANTONIO,78237.0,27.0,45.0,19.0,12.0,0.0,0.0,6463.0,158.0,950.0,2008.0
15905108,EDGEWOOD ISD,GARDENDALE ELEM,5,INDEPENDENT,1731 DAHLGREEN ST,SAN ANTONIO,78237.0,17.0,51.0,27.0,10.0,0.0,0.0,6463.0,158.0,950.0,2008.0
15905109,EDGEWOOD ISD,L.B. JOHNSON EL,5,INDEPENDENT,6515 W COMMERCE ST,SAN ANTONIO,78227.0,42.0,54.0,23.0,11.0,0.0,0.0,7571.0,446.0,812.0,4702.0
15905110,EDGEWOOD ISD,LAS PALMAS ELEM,5,INDEPENDENT,115 LAS PALMAS DR,SAN ANTONIO,78237.0,27.0,34.0,16.0,7.0,0.0,0.0,6463.0,158.0,950.0,2008.0
15905112,EDGEWOOD ISD,LOMA PARK ELEM.,5,INDEPENDENT,400 AURORA DR,SAN ANTONIO,78228.0,33.0,64.0,28.0,12.0,33.0,0.0,10537.0,1037.0,1125.0,4546.0
15905113,EDGEWOOD ISD,ROOSEVELT ELEM.,5,INDEPENDENT,3823 FORTUNA CT,SAN ANTONIO,78237.0,30.0,58.0,23.0,12.0,0.0,0.0,6463.0,158.0,950.0,2008.0
15905114,EDGEWOOD ISD,STAFFORD ELEM.,5,INDEPENDENT,415 SW 36TH ST,SAN ANTONIO,78237.0,34.0,36.0,12.0,7.0,0.0,0.0,6463.0,158.0,950.0,2008.0
15905116,EDGEWOOD ISD,WINSTON ELEM.,5,INDEPENDENT,2500 S GENERAL MCMULLEN DR,SAN ANTONIO,78226.0,32.0,36.0,16.0,7.0,0.0,0.0,1089.0,116.0,150.0,317.0
15905117,EDGEWOOD ISD,H.B. GONZALEZ E,5,INDEPENDENT,2803 CASTROVILLE RD,SAN ANTONIO,78237.0,22.0,55.0,23.0,9.0,0.0,0.0,6463.0,158.0,950.0,2008.0
15906101,RANDOLPH FIELD,RANDOLPH ELEM.,5,INDEPENDENT,BLDG 146,RANDOLPH A F B,78148.0,2.0,103.0,93.0,72.0,0.0,0.0,3020.0,1348.0,128.0,2222.0
15907020,SAN ANTONIO ISD,JJA,5,INDEPENDENT,1402 HACKBERRY ST,SAN ANTONIO,78208.0,,,,,0.0,0.0,607.0,51.0,138.0,254.0
15907026,SAN ANTONIO ISD,ADVANCED LEARNI,5,INDEPENDENT,621 W EUCLID,SAN ANTONIO,78212.0,15.0,44.0,19.0,10.0,5.0,0.0,3907.0,1367.0,130.0,1414.0
15907101,SAN ANTONIO ISD,ARNOLD ELEM.,5,INDEPENDENT,467 FREILING DR,SAN ANTONIO,78213.0,9.0,44.0,30.0,21.0,18.0,0.0,6521.0,1506.0,903.0,3123.0
15907103,SAN ANTONIO ISD,CHARLES C. BALL,5,INDEPENDENT,343 KOEHLER CT,SAN ANTONIO,78223.0,20.0,38.0,12.0,8.0,0.0,0.0,9596.0,781.0,887.0,4599.0
15907105,SAN ANTONIO ISD,BASKIN ELEM.,5,INDEPENDENT,630 CRESTVIEW DR,SAN ANTONIO,78201.0,18.0,49.0,35.0,16.0,0.0,0.0,7755.0,1346.0,822.0,3339.0
15907106,SAN ANTONIO ISD,BEACON HILL ACA,5,INDEPENDENT,1411 W ASHBY PL,SAN ANTONIO,78201.0,18.0,31.0,13.0,7.0,0.0,0.0,7755.0,1346.0,822.0,3339.0
15907107,SAN ANTONIO ISD,BONHAM ACAD.,5,INDEPENDENT,925 S ST MARY'S ST,SAN ANTONIO,78205.0,12.0,38.0,23.0,14.0,0.0,0.0,122.0,105.0,0.0,4.0
15907110,SAN ANTONIO ISD,J.T. BRACKENRID,5,INDEPENDENT,1214 GUADALUPE ST,SAN ANTONIO,78207.0,22.0,52.0,28.0,16.0,0.0,0.0,7638.0,384.0,1251.0,3289.0
15907112,SAN ANTONIO ISD,BRISCOE ELEM.,5,INDEPENDENT,2015 S FLORES ST,SAN ANTONIO,78204.0,10.0,58.0,25.0,10.0,0.0,0.0,2232.0,373.0,199.0,539.0
15907114,SAN ANTONIO ISD,CAMERON ELEM.,5,INDEPENDENT,3635 BELGIUM LN,SAN ANTONIO,78219.0,12.0,41.0,22.0,7.0,0.0,0.0,2537.0,217.0,66.0,813.0
15907116,SAN ANTONIO ISD,COLLINS GARDEN,5,INDEPENDENT,167 HARRIMAN PL,SAN ANTONIO,78204.0,23.0,53.0,26.0,12.0,0.0,0.0,2232.0,373.0,199.0,539.0
15907117,SAN ANTONIO ISD,AGNES COTTON AC,5,INDEPENDENT,1616 BLANCO RD,SAN ANTONIO,78212.0,5.0,42.0,33.0,18.0,5.0,0.0,3907.0,1367.0,130.0,1414.0
15907118,SAN ANTONIO ISD,DAVID CROCKETT,5,INDEPENDENT,2215 MORALES ST,SAN ANTONIO,78207.0,33.0,52.0,22.0,11.0,0.0,0.0,7638.0,384.0,1251.0,3289.0
15907119,SAN ANTONIO ISD,DOUGLASS ACAD.,5,INDEPENDENT,318 MARTIN LUTHER KING,SAN ANTONIO,78203.0,15.0,24.0,13.0,9.0,0.0,0.0,810.0,120.0,91.0,224.0
15907121,SAN ANTONIO ISD,DE ZAVALA ELEM.,5,INDEPENDENT,2311 SAN LUIS ST,SAN ANTONIO,78207.0,35.0,53.0,25.0,15.0,0.0,0.0,7638.0,384.0,1251.0,3289.0
15907123,SAN ANTONIO ISD,FENWICK ACAD.,5,INDEPENDENT,1930 WAVERLY AVE,SAN ANTONIO,78228.0,15.0,42.0,21.0,13.0,33.0,0.0,10537.0,1037.0,1125.0,4546.0
15907124,SAN ANTONIO ISD,MURIEL FORBES A,5,INDEPENDENT,2630 SALLY GAY DR,SAN ANTONIO,78223.0,6.0,26.0,14.0,9.0,0.0,0.0,9596.0,781.0,887.0,4599.0
15907125,SAN ANTONIO ISD,FOSTER ACAD.,5,INDEPENDENT,6718 PECAN VLY DR,SAN ANTONIO,78223.0,16.0,66.0,41.0,24.0,0.0,0.0,9596.0,781.0,887.0,4599.0
15907126,SAN ANTONIO ISD,FRANKLIN ELEM.,5,INDEPENDENT,1915 W OLMOS DR,SAN ANTONIO,78201.0,9.0,46.0,28.0,16.0,0.0,0.0,7755.0,1346.0,822.0,3339.0
15907127,SAN ANTONIO ISD,GATES ELEM.,5,INDEPENDENT,510 MORNINGVIEW DR,SAN ANTONIO,78220.0,6.0,24.0,16.0,11.0,0.0,0.0,2808.0,318.0,454.0,1070.0
15907129,SAN ANTONIO ISD,CHARLES GRAEBNE,5,INDEPENDENT,530 HOOVER ST,SAN ANTONIO,78225.0,28.0,105.0,65.0,41.0,0.0,0.0,2392.0,69.0,603.0,811.0
15907131,SAN ANTONIO ISD,ROBERT B. GREEN,5,INDEPENDENT,122 W WHITTIER ST,SAN ANTONIO,78210.0,13.0,10.0,4.0,3.0,0.0,0.0,5915.0,777.0,504.0,2107.0
15907132,SAN ANTONIO ISD,HERFF ACAD.,5,INDEPENDENT,996 S HACKBERRY,SAN ANTONIO,78210.0,8.0,34.0,21.0,10.0,0.0,0.0,5915.0,777.0,504.0,2107.0
15907134,SAN ANTONIO ISD,HIGHLAND HILLS,5,INDEPENDENT,734 GLAMIS AVE,SAN ANTONIO,78223.0,14.0,76.0,60.0,33.0,0.0,0.0,9596.0,781.0,887.0,4599.0
15907135,SAN ANTONIO ISD,HIGHLAND PARK E,5,INDEPENDENT,635 RIGSBY AVE,SAN ANTONIO,78210.0,10.0,59.0,49.0,33.0,0.0,0.0,5915.0,777.0,504.0,2107.0
15907136,SAN ANTONIO ISD,HILLCREST ELEM.,5,INDEPENDENT,211 W MALONE AVE,SAN ANTONIO,78214.0,21.0,41.0,27.0,16.0,0.0,0.0,4263.0,238.0,925.0,1618.0
15907137,SAN ANTONIO ISD,HIRSCH ELEM.,5,INDEPENDENT,4826 SEABREEZE DR,SAN ANTONIO,78220.0,54.0,69.0,36.0,20.0,0.0,0.0,2808.0,318.0,454.0,1070.0
15907139,SAN ANTONIO ISD,HUPPERTZ ELEM.,5,INDEPENDENT,247 BANGOR DR,SAN ANTONIO,78228.0,24.0,33.0,20.0,16.0,33.0,0.0,10537.0,1037.0,1125.0,4546.0
15907140,SAN ANTONIO ISD,RODRIGUEZ ELEM.,5,,,,,26.0,23.0,9.0,4.0,,,,,,
15907141,SAN ANTONIO ISD,ELOISE JAPHET A,5,INDEPENDENT,314 ASTOR ST,SAN ANTONIO,78210.0,36.0,86.0,44.0,21.0,0.0,0.0,5915.0,777.0,504.0,2107.0
15907142,SAN ANTONIO ISD,M.L. KING ACAD.,5,INDEPENDENT,3501 MARTIN LUTHER KING DR,SAN ANTONIO,78220.0,17.0,29.0,13.0,8.0,0.0,0.0,2808.0,318.0,454.0,1070.0
15907143,SAN ANTONIO ISD,GEORGE E. KELLY,5,INDEPENDENT,1026 THOMPSON PL,SAN ANTONIO,78226.0,10.0,29.0,17.0,8.0,0.0,0.0,1089.0,116.0,150.0,317.0
15907144,SAN ANTONIO ISD,SARAH S. KING E,5,INDEPENDENT,1001 CERALVO ST,SAN ANTONIO,78207.0,23.0,61.0,26.0,16.0,0.0,0.0,7638.0,384.0,1251.0,3289.0
15907146,SAN ANTONIO ISD,LAMAR ELEM.,5,INDEPENDENT,201 PARLAND PL,SAN ANTONIO,78209.0,10.0,22.0,11.0,5.0,164.0,0.0,2653.0,4180.0,40.0,3539.0
15907147,SAN ANTONIO ISD,BOWDEN ACAD.,5,INDEPENDENT,515 WILLOW ST,SAN ANTONIO,78202.0,12.0,38.0,18.0,9.0,11.0,0.0,1612.0,235.0,416.0,594.0
15907148,SAN ANTONIO ISD,MADISON ELEM.,5,INDEPENDENT,2900 W WOODLAWN AVE,SAN ANTONIO,78228.0,24.0,54.0,31.0,12.0,33.0,0.0,10537.0,1037.0,1125.0,4546.0
15907149,SAN ANTONIO ISD,MARGIL ACAD.,5,INDEPENDENT,1000 PEREZ ST,SAN ANTONIO,78207.0,10.0,49.0,33.0,16.0,0.0,0.0,7638.0,384.0,1251.0,3289.0
15907150,SAN ANTONIO ISD,MAVERICK ELEM.,5,INDEPENDENT,107 RALEIGH PL,SAN ANTONIO,78201.0,38.0,53.0,26.0,12.0,0.0,0.0,7755.0,1346.0,822.0,3339.0
15907153,SAN ANTONIO ISD,DORIE MILLER EL,5,INDEPENDENT,207 LINCOLNSHIRE DR,SAN ANTONIO,78220.0,12.0,21.0,11.0,8.0,0.0,0.0,2808.0,318.0,454.0,1070.0
15907155,SAN ANTONIO ISD,NEAL ELEM.,5,INDEPENDENT,3407 CAPITOL AVE,SAN ANTONIO,78201.0,13.0,51.0,31.0,20.0,0.0,0.0,7755.0,1346.0,822.0,3339.0
15907157,SAN ANTONIO ISD,OGDEN ACAD.,5,INDEPENDENT,2215 LEAL ST,SAN ANTONIO,78207.0,34.0,44.0,23.0,14.0,0.0,0.0,7638.0,384.0,1251.0,3289.0
15907158,SAN ANTONIO ISD,PERSHING ELEM.,5,INDEPENDENT,600 SANDMEYER ST,SAN ANTONIO,78208.0,24.0,42.0,16.0,4.0,0.0,0.0,607.0,51.0,138.0,254.0
15907160,SAN ANTONIO ISD,RIVERSIDE PARK,5,INDEPENDENT,202 SCHOOL ST,SAN ANTONIO,78210.0,15.0,32.0,18.0,9.0,0.0,0.0,5915.0,777.0,504.0,2107.0
15907161,SAN ANTONIO ISD,ROGERS ACAD.,5,INDEPENDENT,620 MCILVAINE,SAN ANTONIO,78212.0,20.0,59.0,28.0,10.0,5.0,0.0,3907.0,1367.0,130.0,1414.0
15907162,SAN ANTONIO ISD,DAVID BARKLEY-F,5,INDEPENDENT,1111 S NAVIDAD ST,SAN ANTONIO,78207.0,20.0,71.0,31.0,13.0,0.0,0.0,7638.0,384.0,1251.0,3289.0
15907164,SAN ANTONIO ISD,SCHENCK ELEM.,5,INDEPENDENT,101 KATE SCHENCK AVE,SAN ANTONIO,78223.0,12.0,45.0,32.0,17.0,0.0,0.0,9596.0,781.0,887.0,4599.0
15907165,SAN ANTONIO ISD,SMITH ELEM.,5,INDEPENDENT,823 S GEVERS ST,SAN ANTONIO,78203.0,8.0,37.0,23.0,14.0,0.0,0.0,810.0,120.0,91.0,224.0
15907168,SAN ANTONIO ISD,P.F. STEWART EL,5,INDEPENDENT,1950 RIGSBY AVE,SAN ANTONIO,78210.0,24.0,29.0,12.0,6.0,0.0,0.0,5915.0,777.0,504.0,2107.0
15907169,SAN ANTONIO ISD,STORM ELEM.,5,INDEPENDENT,435 BRADY BLVD,SAN ANTONIO,78207.0,31.0,16.0,3.0,2.0,0.0,0.0,7638.0,384.0,1251.0,3289.0
15907172,SAN ANTONIO ISD,WASHINGTON ELEM,5,INDEPENDENT,1823 NOLAN ST,SAN ANTONIO,78202.0,13.0,31.0,13.0,6.0,11.0,0.0,1612.0,235.0,416.0,594.0
15907174,SAN ANTONIO ISD,WILSON ELEM.,5,INDEPENDENT,1421 CLOWER ST,SAN ANTONIO,78201.0,24.0,46.0,26.0,17.0,0.0,0.0,7755.0,1346.0,822.0,3339.0
15907175,SAN ANTONIO ISD,WOODLAWN ACAD.,5,INDEPENDENT,1717 W MAGNOLIA AVE,SAN ANTONIO,78201.0,34.0,52.0,32.0,20.0,0.0,0.0,7755.0,1346.0,822.0,3339.0
15907176,SAN ANTONIO ISD,WOODLAWN HILLS,5,INDEPENDENT,110 W QUILL DR,SAN ANTONIO,78228.0,11.0,56.0,31.0,15.0,33.0,0.0,10537.0,1037.0,1125.0,4546.0
15907177,SAN ANTONIO ISD,YOUNG MEN'S LEA,5,INDEPENDENT,415 GABRIEL ST,SAN ANTONIO,78202.0,22.0,41.0,22.0,16.0,11.0,0.0,1612.0,235.0,416.0,594.0
15907179,SAN ANTONIO ISD,HAWTHORNE PRE-K,5,INDEPENDENT,115 W JOSEPHINE ST,SAN ANTONIO,78212.0,31.0,50.0,23.0,10.0,5.0,0.0,3907.0,1367.0,130.0,1414.0
15907195,SAN ANTONIO ISD,JUVENILE DETENT,5,INDEPENDENT,600 MISSION RD,SAN ANTONIO,78210.0,,,,,0.0,0.0,5915.0,777.0,504.0,2107.0
15907201,SAN ANTONIO ISD,CHILDREN'S SHEL,5,INDEPENDENT,2939 W WIOODLAWN,SAN ANTONIO,78228.0,,,,,33.0,0.0,10537.0,1037.0,1125.0,4546.0
15907210,SAN ANTONIO ISD,MISSION ACAD.,5,INDEPENDENT,9210 S PRESA ST,SAN ANTONIO,78223.0,8.0,64.0,45.0,26.0,0.0,0.0,9596.0,781.0,887.0,4599.0
15908104,SOUTH SAN ANTON,HUTCHINS ELEM.,5,INDEPENDENT,1919 W HUTCHINS PL,SAN ANTONIO,78224.0,37.0,50.0,24.0,8.0,0.0,0.0,3561.0,225.0,715.0,1873.0
15908105,SOUTH SAN ANTON,KINDRED ELEM.,5,INDEPENDENT,7811 KINDRED ST,SAN ANTONIO,78224.0,13.0,49.0,26.0,13.0,0.0,0.0,3561.0,225.0,715.0,1873.0
15908106,SOUTH SAN ANTON,PALO ALTO ELEM.,5,INDEPENDENT,1725 PALO ALTO RD,SAN ANTONIO,78211.0,17.0,61.0,26.0,12.0,0.0,0.0,5518.0,281.0,462.0,2479.0
15908107,SOUTH SAN ANTON,PRICE ELEM.,5,INDEPENDENT,245 PRICE AVE,SAN ANTONIO,78211.0,13.0,83.0,51.0,31.0,0.0,0.0,5518.0,281.0,462.0,2479.0
15908108,SOUTH SAN ANTON,FRANK MADLA ELE,5,INDEPENDENT,6100 ROYALGATE DR,SAN ANTONIO,78242.0,25.0,51.0,26.0,14.0,0.0,0.0,5413.0,249.0,469.0,2821.0
15908109,SOUTH SAN ANTON,FIVE PALMS ELEM,5,INDEPENDENT,7138 FIVE PALMS DR,SAN ANTONIO,78242.0,15.0,67.0,24.0,13.0,0.0,0.0,5413.0,249.0,469.0,2821.0
15908110,SOUTH SAN ANTON,NEIL ARMSTRONG,5,INDEPENDENT,7111 APPLE VALLEY DR,SAN ANTONIO,78242.0,27.0,46.0,12.0,8.0,0.0,0.0,5413.0,249.0,469.0,2821.0
15908112,SOUTH SAN ANTON,MIGUEL CARRILLO,5,INDEPENDENT,500 PRICE AVE,SAN ANTONIO,78211.0,26.0,41.0,22.0,7.0,0.0,0.0,5518.0,281.0,462.0,2479.0
15908113,SOUTH SAN ANTON,ROY BENAVIDEZ E,5,INDEPENDENT,8340 SO IH 35,SAN ANTONIO,78224.0,25.0,73.0,35.0,19.0,0.0,0.0,3561.0,225.0,715.0,1873.0
15909105,SOMERSET ISD,SAVANNAH HEIGHT,5,INDEPENDENT,5040 SMITH RD,VON ORMY,78073.0,82.0,186.0,94.0,45.0,0.0,0.0,1675.0,112.0,280.0,935.0
15910101,NORTH EAST ISD,CASTLE HILLS EL,5,INDEPENDENT,200 LEMONWOOD,SAN ANTONIO,78213.0,3.0,80.0,50.0,34.0,18.0,0.0,6521.0,1506.0,903.0,3123.0
15910102,NORTH EAST ISD,COKER ELEM.,5,INDEPENDENT,302 HEIMER RD,SAN ANTONIO,78232.0,14.0,111.0,78.0,43.0,85.0,0.0,3600.0,3946.0,37.0,3126.0
15910103,NORTH EAST ISD,COLONIAL HILLS,5,INDEPENDENT,2627 KERRYBROOK CT,SAN ANTONIO,78230.0,19.0,43.0,22.0,13.0,40.0,14.0,3981.0,3618.0,684.0,3494.0
15910104,NORTH EAST ISD,DELLVIEW ELEM.,5,INDEPENDENT,7235 DEWHURST RD,SAN ANTONIO,78213.0,12.0,52.0,32.0,20.0,18.0,0.0,6521.0,1506.0,903.0,3123.0
15910105,NORTH EAST ISD,EAST TERRELL HI,5,INDEPENDENT,4415 BLOOMDALE DR,SAN ANTONIO,78218.0,10.0,43.0,28.0,17.0,0.0,0.0,4940.0,1229.0,495.0,2616.0
