CAMPUS,DNAME,CNAME,GRADE,m_all_unsatgl_nm,m_sexm_unsatgl_nm,m_sexf_unsatgl_nm,m_ethh_unsatgl_nm,m_ethi_unsatgl_nm,m_etha_unsatgl_nm,m_ethb_unsatgl_nm,m_ethp_unsatgl_nm,m_ethw_unsatgl_nm,m_ecoy_unsatgl_nm,m_econ_unsatgl_nm,m_eco1_unsatgl_nm,m_eco2_unsatgl_nm,m_eco9_unsatgl_nm,m_ti19_unsatgl_nm,m_migy_unsatgl_nm,m_mign_unsatgl_nm,m_spey_unsatgl_nm,m_spen_unsatgl_nm,m_gify_unsatgl_nm,m_gifn_unsatgl_nm,m_atry_unsatgl_nm,m_atrn_unsatgl_nm,m_all_approgl_nm,m_sexm_approgl_nm,m_sexf_approgl_nm,m_ethh_approgl_nm,m_ethi_approgl_nm,m_etha_approgl_nm,m_ethb_approgl_nm,m_ethp_approgl_nm,m_ethw_approgl_nm,m_ecoy_approgl_nm,m_econ_approgl_nm,m_eco1_approgl_nm,m_eco2_approgl_nm,m_eco9_approgl_nm,m_ti19_approgl_nm,m_migy_approgl_nm,m_mign_approgl_nm,m_spey_approgl_nm,m_spen_approgl_nm,m_gify_approgl_nm,m_gifn_approgl_nm,m_atry_approgl_nm,m_atrn_approgl_nm,m_all_meetsgl_nm,m_sexm_meetsgl_nm,m_sexf_meetsgl_nm,m_ethh_meetsgl_nm,m_ethi_meetsgl_nm,m_etha_meetsgl_nm,m_ethb_meetsgl_nm,m_ethp_meetsgl_nm,m_ethw_meetsgl_nm,m_ecoy_meetsgl_nm,m_econ_meetsgl_nm,m_eco1_meetsgl_nm,m_eco2_meetsgl_nm,m_eco9_meetsgl_nm,m_ti19_meetsgl_nm,m_migy_meetsgl_nm,m_mign_meetsgl_nm,m_spey_meetsgl_nm,m_spen_meetsgl_nm,m_gify_meetsgl_nm,m_gifn_meetsgl_nm,m_atry_meetsgl_nm,m_atrn_meetsgl_nm,m_all_mastrgl_nm,m_sexm_mastrgl_nm,m_sexf_mastrgl_nm,m_ethh_mastrgl_nm,m_ethi_mastrgl_nm,m_etha_mastrgl_nm,m_ethb_mastrgl_nm,m_ethp_mastrgl_nm,m_ethw_mastrgl_nm,m_ecoy_mastrgl_nm,m_econ_mastrgl_nm,m_eco1_mastrgl_nm,m_eco2_mastrgl_nm,m_eco9_mastrgl_nm,m_ti19_mastrgl_nm,m_migy_mastrgl_nm,m_mign_mastrgl_nm,m_spey_mastrgl_nm,m_spen_mastrgl_nm,m_gify_mastrgl_nm,m_gifn_mastrgl_nm,m_atry_mastrgl_nm,m_atrn_mastrgl_nm,School Number,School Site Street Address,School Site City,School Site Zip,District Type
8903102,BRAZOS ISD,BRAZOS ELEM.,3,14.0,8.0,6.0,9.0,,,,,2.0,12.0,2.0,12.0,,,,,14.0,,12.0,,14.0,7.0,7.0,44.0,22.0,22.0,30.0,,,,,12.0,28.0,16.0,24.0,,,,,44.0,,42.0,,44.0,11.0,33.0,23.0,12.0,11.0,15.0,,,,,7.0,14.0,9.0,12.0,,,,,23.0,,22.0,,23.0,4.0,19.0,9.0,4.0,5.0,6.0,,,,,3.0,5.0,4.0,5.0,,,,,9.0,,9.0,,9.0,2.0,7.0,'008903102,9814 KIBLER ST,ORCHARD,77464-0030,INDEPENDENT
9901101,MULESHOE ISD,MARY DESHAZO EL,3,41.0,18.0,23.0,36.0,,,,,4.0,40.0,1.0,36.0,4.0,,,4.0,37.0,12.0,29.0,,41.0,29.0,12.0,50.0,27.0,23.0,40.0,,,,,9.0,44.0,6.0,37.0,7.0,,,4.0,46.0,3.0,47.0,,50.0,25.0,25.0,25.0,17.0,8.0,19.0,,,,,5.0,20.0,5.0,18.0,2.0,,,0.0,25.0,0.0,25.0,,25.0,10.0,15.0,13.0,8.0,5.0,9.0,,,,,3.0,10.0,3.0,8.0,2.0,,,0.0,13.0,0.0,13.0,,13.0,4.0,9.0,'009901101,300 W 3RD,MULESHOE,79347-3499,INDEPENDENT
10901001,MEDINA ISD,MEDINA SCHOOL,3,7.0,3.0,4.0,2.0,,,,,3.0,7.0,,7.0,,,,,7.0,,4.0,,7.0,5.0,2.0,13.0,6.0,7.0,3.0,,,,,10.0,9.0,,8.0,,,,,13.0,,12.0,,10.0,7.0,6.0,6.0,2.0,4.0,1.0,,,,,5.0,3.0,,3.0,,,,,6.0,,6.0,,3.0,2.0,4.0,2.0,0.0,2.0,0.0,,,,,2.0,0.0,,0.0,,,,,2.0,,2.0,,1.0,1.0,1.0,'010901001,ONE BOBCAT LN,MEDINA,78055-1470,INDEPENDENT
10902101,BANDERA ISD,ALKEK ELEM.,3,8.0,5.0,3.0,6.0,,,,,1.0,5.0,3.0,5.0,,,,,8.0,6.0,2.0,0.0,8.0,3.0,5.0,55.0,29.0,26.0,16.0,,,,,36.0,26.0,29.0,24.0,,,,,55.0,3.0,52.0,5.0,50.0,6.0,49.0,30.0,13.0,17.0,6.0,,,,,23.0,13.0,17.0,12.0,,,,,30.0,1.0,29.0,5.0,25.0,1.0,29.0,15.0,6.0,9.0,1.0,,,,,14.0,5.0,10.0,4.0,,,,,15.0,0.0,15.0,4.0,11.0,0.0,15.0,'010902101,1798 HWY 173 S,BANDERA,78003-0727,INDEPENDENT
10902102,BANDERA ISD,HILL COUNTRY EL,3,20.0,11.0,9.0,4.0,,,,,16.0,14.0,6.0,13.0,,,,,20.0,10.0,10.0,,20.0,7.0,13.0,52.0,26.0,26.0,9.0,,,,,42.0,25.0,27.0,23.0,,,,,52.0,5.0,47.0,,49.0,5.0,47.0,23.0,10.0,13.0,2.0,,,,,21.0,10.0,13.0,9.0,,,,,23.0,0.0,23.0,,20.0,1.0,22.0,10.0,6.0,4.0,1.0,,,,,9.0,3.0,7.0,3.0,,,,,10.0,0.0,10.0,,7.0,0.0,10.0,'010902102,6346 FM 1283,PIPE CREEK,78063,INDEPENDENT
11901101,BASTROP ISD,EMILE ELEM.,3,35.0,21.0,14.0,21.0,,,3.0,,10.0,26.0,9.0,24.0,,,,,35.0,7.0,28.0,,35.0,25.0,10.0,97.0,48.0,49.0,50.0,,,10.0,,33.0,60.0,37.0,55.0,,,,,97.0,2.0,95.0,,94.0,40.0,57.0,55.0,30.0,25.0,20.0,,,8.0,,25.0,30.0,25.0,28.0,,,,,55.0,2.0,53.0,,52.0,17.0,38.0,29.0,16.0,13.0,8.0,,,3.0,,17.0,12.0,17.0,12.0,,,,,29.0,0.0,29.0,,26.0,4.0,25.0,'011901101,601 MLK,BASTROP,78602-3717,INDEPENDENT
11901102,BASTROP ISD,MINA ELEM.,3,7.0,5.0,2.0,1.0,,,2.0,,4.0,5.0,2.0,4.0,1.0,,,,7.0,4.0,3.0,0.0,7.0,4.0,3.0,96.0,43.0,53.0,41.0,,,4.0,,44.0,56.0,40.0,43.0,9.0,,,,96.0,7.0,89.0,12.0,84.0,16.0,80.0,53.0,26.0,27.0,20.0,,,3.0,,24.0,31.0,22.0,21.0,8.0,,,,53.0,6.0,47.0,11.0,42.0,9.0,44.0,25.0,11.0,14.0,8.0,,,2.0,,11.0,13.0,12.0,9.0,4.0,,,,25.0,2.0,23.0,6.0,19.0,4.0,21.0,'011901102,1203 HILL ST,BASTROP,78602-3717,INDEPENDENT
11901103,BASTROP ISD,CEDAR CREEK ELE,3,27.0,12.0,15.0,26.0,,,,,0.0,27.0,0.0,26.0,1.0,,,,27.0,11.0,16.0,0.0,27.0,23.0,4.0,114.0,59.0,55.0,104.0,,,,,10.0,100.0,14.0,86.0,10.0,,,,114.0,8.0,106.0,8.0,106.0,86.0,28.0,74.0,39.0,35.0,65.0,,,,,9.0,62.0,12.0,54.0,6.0,,,,74.0,3.0,71.0,8.0,66.0,55.0,19.0,35.0,19.0,16.0,29.0,,,,,6.0,27.0,8.0,24.0,3.0,,,,35.0,1.0,34.0,7.0,28.0,22.0,13.0,'011901103,5582 FM 535,CEDAR CREEK,78612,INDEPENDENT
11901107,BASTROP ISD,RED ROCK ELEM.,3,50.0,25.0,25.0,44.0,,,,,5.0,46.0,4.0,41.0,4.0,,,,50.0,10.0,40.0,0.0,50.0,38.0,12.0,71.0,33.0,38.0,53.0,,,,,16.0,59.0,12.0,52.0,7.0,,,,71.0,0.0,71.0,14.0,57.0,34.0,37.0,34.0,18.0,16.0,20.0,,,,,13.0,26.0,8.0,22.0,4.0,,,,34.0,0.0,34.0,12.0,22.0,13.0,21.0,10.0,5.0,5.0,7.0,,,,,3.0,8.0,2.0,7.0,1.0,,,,10.0,0.0,10.0,4.0,6.0,4.0,6.0,'011901107,2401 FM 20,RED ROCK,78662,INDEPENDENT
11901109,BASTROP ISD,BLUEBONNET ELEM,3,38.0,21.0,17.0,28.0,,,3.0,,4.0,26.0,12.0,21.0,2.0,3.0,,,37.0,12.0,26.0,0.0,38.0,34.0,4.0,100.0,59.0,41.0,64.0,,,3.0,,32.0,67.0,33.0,55.0,10.0,2.0,,,99.0,4.0,96.0,15.0,85.0,78.0,22.0,62.0,40.0,22.0,37.0,,,2.0,,22.0,35.0,27.0,28.0,6.0,1.0,,,62.0,3.0,59.0,13.0,49.0,47.0,15.0,27.0,17.0,10.0,17.0,,,0.0,,9.0,11.0,16.0,8.0,2.0,1.0,,,27.0,2.0,25.0,11.0,16.0,17.0,10.0,'011901109,416 FM 1209,BASTROP,78602,INDEPENDENT
11901110,BASTROP ISD,LOST PINES ELEM,3,41.0,24.0,17.0,33.0,,,,,4.0,37.0,4.0,33.0,2.0,2.0,,,41.0,8.0,33.0,0.0,41.0,38.0,3.0,84.0,45.0,39.0,71.0,,,,,12.0,73.0,11.0,65.0,5.0,3.0,,,83.0,4.0,80.0,10.0,74.0,64.0,20.0,41.0,19.0,22.0,35.0,,,,,5.0,35.0,6.0,32.0,3.0,0.0,,,41.0,1.0,40.0,10.0,31.0,24.0,17.0,21.0,12.0,9.0,15.0,,,,,5.0,16.0,5.0,15.0,1.0,0.0,,,21.0,0.0,21.0,8.0,13.0,10.0,11.0,'011901110,151 TIGER WOODS DR,BASTROP,78602,INDEPENDENT
11902101,ELGIN ISD,BOOKER T. WASHI,3,57.0,28.0,29.0,45.0,,,5.0,,5.0,51.0,6.0,46.0,5.0,,,5.0,51.0,7.0,49.0,1.0,55.0,51.0,6.0,46.0,22.0,24.0,40.0,,,3.0,,3.0,37.0,9.0,35.0,2.0,,,2.0,44.0,0.0,46.0,8.0,38.0,33.0,13.0,17.0,9.0,8.0,16.0,,,1.0,,0.0,14.0,3.0,14.0,0.0,,,1.0,16.0,0.0,17.0,5.0,12.0,13.0,4.0,6.0,4.0,2.0,6.0,,,0.0,,0.0,5.0,1.0,5.0,0.0,,,0.0,6.0,0.0,6.0,5.0,1.0,4.0,2.0,'011902101,510 MLK,ELGIN,78621-3032,INDEPENDENT
11902102,ELGIN ISD,ELGIN ELEM.,3,27.0,15.0,12.0,21.0,,,2.0,,3.0,26.0,1.0,24.0,2.0,,,,27.0,9.0,18.0,0.0,27.0,27.0,0.0,59.0,27.0,32.0,40.0,,,3.0,,11.0,47.0,12.0,38.0,9.0,,,,58.0,2.0,57.0,13.0,46.0,46.0,13.0,26.0,10.0,16.0,20.0,,,0.0,,5.0,19.0,7.0,11.0,8.0,,,,26.0,1.0,25.0,11.0,15.0,15.0,11.0,12.0,4.0,8.0,8.0,,,0.0,,3.0,8.0,4.0,4.0,4.0,,,,12.0,1.0,11.0,9.0,3.0,6.0,6.0,'011902102,1005 W 2ND ST,ELGIN,78621-2038,INDEPENDENT
11902103,ELGIN ISD,NEIDIG ELEM.,3,35.0,19.0,16.0,20.0,,,9.0,,6.0,27.0,8.0,26.0,,,,,35.0,5.0,30.0,0.0,35.0,34.0,1.0,69.0,37.0,32.0,40.0,,,13.0,,13.0,48.0,21.0,45.0,,,,,69.0,2.0,67.0,11.0,58.0,52.0,17.0,31.0,18.0,13.0,19.0,,,5.0,,7.0,20.0,11.0,18.0,,,,,31.0,0.0,31.0,8.0,23.0,19.0,12.0,12.0,6.0,6.0,5.0,,,1.0,,6.0,4.0,8.0,4.0,,,,,12.0,0.0,12.0,6.0,6.0,5.0,7.0,'011902103,13700 COUNTY LINE RD,ELGIN,78621,INDEPENDENT
11904101,SMITHVILLE ISD,SMITHVILLE ELEM,3,18.0,7.0,11.0,11.0,,,2.0,,1.0,18.0,0.0,16.0,,,,,18.0,3.0,15.0,0.0,18.0,14.0,4.0,90.0,46.0,44.0,38.0,,,3.0,,46.0,46.0,44.0,44.0,,,,,89.0,2.0,88.0,7.0,83.0,34.0,56.0,61.0,30.0,31.0,25.0,,,1.0,,32.0,25.0,36.0,23.0,,,,,60.0,1.0,60.0,7.0,54.0,20.0,41.0,35.0,18.0,17.0,17.0,,,0.0,,16.0,14.0,21.0,13.0,,,,,34.0,0.0,35.0,6.0,29.0,8.0,27.0,'011904101,800 BISHOP ST,SMITHVILLE,78957-0479,INDEPENDENT
11905101,MCDADE ISD,MCDADE ELEM.,3,3.0,2.0,1.0,3.0,,,,,0.0,3.0,0.0,3.0,,,,,3.0,,3.0,,3.0,2.0,1.0,29.0,14.0,15.0,13.0,,,,,16.0,17.0,12.0,17.0,,,,,29.0,,28.0,,25.0,11.0,18.0,18.0,8.0,10.0,6.0,,,,,12.0,8.0,10.0,8.0,,,,,18.0,,18.0,,14.0,6.0,12.0,11.0,5.0,6.0,2.0,,,,,9.0,4.0,7.0,4.0,,,,,11.0,,11.0,,8.0,2.0,9.0,'011905101,156 MARLIN ST,MCDADE,78650-0400,INDEPENDENT
12901101,SEYMOUR ISD,SEYMOUR ELEM.,3,8.0,4.0,4.0,3.0,,,,,5.0,7.0,1.0,5.0,,,,,8.0,3.0,5.0,,8.0,6.0,2.0,36.0,19.0,17.0,10.0,,,,,23.0,19.0,17.0,17.0,,,,,36.0,3.0,33.0,,34.0,5.0,31.0,16.0,10.0,6.0,6.0,,,,,10.0,9.0,7.0,8.0,,,,,16.0,2.0,14.0,,14.0,1.0,15.0,7.0,4.0,3.0,2.0,,,,,5.0,4.0,3.0,3.0,,,,,7.0,0.0,7.0,,5.0,0.0,7.0,'012901101,300 E IDAHO ST,SEYMOUR,76380-1650,INDEPENDENT
13801101,ST. MARY'S ACAD,ST. MARY'S ACAD,3,5.0,3.0,2.0,5.0,,,,,0.0,4.0,1.0,1.0,,3.0,,,5.0,,4.0,,5.0,2.0,3.0,42.0,16.0,26.0,34.0,,,,,5.0,31.0,11.0,12.0,,19.0,,,42.0,,41.0,,39.0,19.0,23.0,18.0,8.0,10.0,12.0,,,,,4.0,13.0,5.0,4.0,,9.0,,,18.0,,17.0,,15.0,6.0,12.0,3.0,1.0,2.0,0.0,,,,,2.0,2.0,1.0,0.0,,2.0,,,3.0,,3.0,,2.0,1.0,2.0,'013801101,410 N TYLER ST,BEEVILLE,78102,CHARTER
13901101,BEEVILLE ISD,R.A. HALL ELEM.,3,22.0,12.0,10.0,17.0,,,,,5.0,18.0,4.0,14.0,,4.0,,,22.0,3.0,19.0,,22.0,17.0,5.0,61.0,34.0,27.0,51.0,,,,,8.0,47.0,14.0,46.0,,1.0,,,61.0,7.0,54.0,,57.0,28.0,33.0,26.0,14.0,12.0,24.0,,,,,1.0,20.0,6.0,20.0,,0.0,,,26.0,3.0,23.0,,23.0,10.0,16.0,17.0,9.0,8.0,16.0,,,,,0.0,13.0,4.0,13.0,,0.0,,,17.0,1.0,16.0,,14.0,4.0,13.0,'013901101,1100 W HUNTINGTON,BEEVILLE,78102-2599,INDEPENDENT
13901102,BEEVILLE ISD,FADDEN-MCKEOWN-,3,35.0,22.0,13.0,31.0,,,,,2.0,30.0,5.0,29.0,,,,,35.0,12.0,23.0,,35.0,32.0,3.0,77.0,35.0,42.0,63.0,,,,,9.0,73.0,4.0,71.0,,,,,77.0,9.0,68.0,,73.0,45.0,32.0,31.0,18.0,13.0,27.0,,,,,3.0,29.0,2.0,29.0,,,,,31.0,3.0,28.0,,27.0,10.0,21.0,17.0,11.0,6.0,15.0,,,,,1.0,15.0,2.0,15.0,,,,,17.0,1.0,16.0,,13.0,4.0,13.0,'013901102,100 T J PFEIL,BEEVILLE,78102-6998,INDEPENDENT
13902101,PAWNEE ISD,PAWNEE ELEM. -,3,1.0,1.0,,1.0,,,,,,1.0,0.0,0.0,,,,,1.0,,0.0,,1.0,,0.0,11.0,8.0,,7.0,,,,,,6.0,5.0,5.0,,,,,11.0,,10.0,,11.0,,10.0,4.0,3.0,,2.0,,,,,,2.0,2.0,1.0,,,,,4.0,,3.0,,4.0,,4.0,3.0,2.0,,1.0,,,,,,1.0,2.0,0.0,,,,,3.0,,2.0,,3.0,,3.0,'013902101,6229 FM 798,PAWNEE,78145-0569,INDEPENDENT
13903101,PETTUS ISD,PETTUS ELEM.,3,4.0,1.0,3.0,3.0,,,,,1.0,3.0,1.0,3.0,,,,,4.0,,3.0,,4.0,3.0,1.0,23.0,12.0,11.0,15.0,,,,,8.0,15.0,8.0,15.0,,,,,23.0,,22.0,,21.0,2.0,21.0,14.0,7.0,7.0,10.0,,,,,4.0,7.0,7.0,7.0,,,,,14.0,,14.0,,12.0,1.0,13.0,9.0,5.0,4.0,6.0,,,,,3.0,4.0,5.0,4.0,,,,,9.0,,9.0,,7.0,0.0,9.0,'013903101,500 N BEE ST,PETTUS,78146-1149,INDEPENDENT
13905101,SKIDMORE-TYNAN,SKIDMORE-TYNAN,3,8.0,4.0,4.0,6.0,,,,,1.0,8.0,0.0,8.0,0.0,,,,8.0,,8.0,0.0,8.0,6.0,2.0,43.0,22.0,21.0,26.0,,,,,15.0,29.0,14.0,22.0,7.0,,,,43.0,,41.0,8.0,35.0,9.0,34.0,20.0,11.0,9.0,9.0,,,,,9.0,10.0,10.0,7.0,3.0,,,,20.0,,20.0,7.0,13.0,3.0,17.0,5.0,2.0,3.0,2.0,,,,,3.0,2.0,3.0,0.0,2.0,,,,5.0,,5.0,3.0,2.0,0.0,5.0,'013905101,325 BOBCAT TRAIL,SKIDMORE,78389,INDEPENDENT
14803002,PRIORITY CHARTE,GEORGETOWN CHAR,3,1.0,1.0,,,,,,,,0.0,,0.0,,,,,1.0,,1.0,,1.0,,1.0,9.0,7.0,,,,,,,,7.0,,7.0,,,,,9.0,,8.0,,9.0,,5.0,4.0,3.0,,,,,,,,4.0,,4.0,,,,,4.0,,4.0,,4.0,,3.0,0.0,0.0,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,0.0,,0.0,'014803002,302 SERENADA,GEORGETOWN,78628,CHARTER
14803003,PRIORITY CHARTE,COVE CHARTER AC,3,6.0,2.0,4.0,,,,5.0,,,4.0,2.0,3.0,,,,,6.0,,6.0,,6.0,5.0,1.0,11.0,7.0,4.0,,,,1.0,,,5.0,6.0,5.0,,,,,11.0,,10.0,,11.0,4.0,7.0,2.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,2.0,,1.0,,2.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,'014803003,2205 FM 3046,COPPERAS COVE,76522,CHARTER
14803004,PRIORITY CHARTE,CEDAR PARK CHAR,3,2.0,2.0,,,,,,,2.0,,2.0,,,,,,2.0,,2.0,,2.0,2.0,0.0,13.0,11.0,,,,,,,8.0,,9.0,,,,,,13.0,,13.0,,12.0,4.0,9.0,8.0,7.0,,,,,,,6.0,,7.0,,,,,,8.0,,8.0,,7.0,1.0,7.0,6.0,5.0,,,,,,,4.0,,5.0,,,,,,6.0,,6.0,,5.0,1.0,5.0,'014803004,201 BUTTERCUP CREEK BLVD,CEDAR PARK,78613,CHARTER
14803101,PRIORITY CHARTE,TEMPLE CHARTER,3,6.0,2.0,4.0,1.0,,,3.0,,1.0,5.0,1.0,4.0,,,,,6.0,,4.0,,6.0,5.0,1.0,20.0,11.0,9.0,6.0,,,2.0,,9.0,14.0,6.0,11.0,,,,,20.0,,19.0,,19.0,5.0,15.0,14.0,7.0,7.0,3.0,,,1.0,,7.0,10.0,4.0,8.0,,,,,14.0,,13.0,,13.0,4.0,10.0,7.0,2.0,5.0,1.0,,,0.0,,3.0,5.0,2.0,4.0,,,,,7.0,,6.0,,6.0,3.0,4.0,'014803101,7177 AIRPORT RD,TEMPLE,76502,CHARTER
14804002,ORENDA CHARTER,NEW HORIZONS,3,7.0,6.0,,,,,,,5.0,7.0,,,,7.0,,,7.0,,,,7.0,7.0,,0.0,0.0,,,,,,,0.0,0.0,,,,0.0,,,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,,0.0,,,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,,0.0,,,0.0,,,,0.0,0.0,,'014804002,850 FM 574 W,GOLDTHWAITE,76844,CHARTER
14804006,ORENDA CHARTER,GATEWAY COLLEGE,3,9.0,3.0,6.0,3.0,,0.0,,,6.0,2.0,7.0,,,2.0,,,9.0,,9.0,,9.0,3.0,6.0,99.0,58.0,41.0,23.0,,5.0,,,65.0,9.0,89.0,,,9.0,,,98.0,,95.0,,99.0,9.0,90.0,73.0,42.0,31.0,17.0,,4.0,,,49.0,4.0,68.0,,,4.0,,,72.0,,71.0,,73.0,3.0,70.0,40.0,25.0,15.0,11.0,,3.0,,,25.0,2.0,37.0,,,2.0,,,39.0,,39.0,,40.0,1.0,39.0,'014804006,3360 WESTINGHOUSE RD,GEORGETOWN,78626,CHARTER
14804007,ORENDA CHARTER,NOLAN CREEK SCH,3,2.0,1.0,1.0,2.0,,,,,0.0,1.0,1.0,,,0.0,,,2.0,,2.0,,2.0,0.0,2.0,15.0,9.0,6.0,4.0,,,,,10.0,5.0,10.0,,,5.0,,,15.0,,14.0,,15.0,5.0,10.0,6.0,5.0,1.0,2.0,,,,,3.0,3.0,3.0,,,3.0,,,6.0,,6.0,,6.0,2.0,4.0,1.0,1.0,0.0,0.0,,,,,1.0,0.0,1.0,,,0.0,,,1.0,,1.0,,1.0,0.0,1.0,'014804007,505 E AVE C,BELTON,76513,CHARTER
14804008,ORENDA CHARTER,KINGSLAND SCHOO,3,11.0,9.0,,,,,,,10.0,9.0,2.0,,,8.0,,,11.0,7.0,4.0,,11.0,,8.0,8.0,6.0,,,,,,,6.0,3.0,5.0,,,3.0,,,8.0,2.0,6.0,,8.0,,8.0,2.0,2.0,,,,,,,2.0,0.0,2.0,,,0.0,,,2.0,0.0,2.0,,2.0,,2.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,'014804008,2112 W RANCH RD 1431,KINGSLAND,78639,CHARTER
14901101,ACADEMY ISD,ACAD. INTERMEDI,3,13.0,6.0,7.0,0.0,,,2.0,,10.0,7.0,6.0,5.0,2.0,,,,13.0,4.0,9.0,0.0,13.0,2.0,11.0,102.0,50.0,52.0,18.0,,,7.0,,71.0,41.0,61.0,32.0,9.0,,,,102.0,4.0,98.0,9.0,93.0,13.0,89.0,56.0,31.0,25.0,9.0,,,2.0,,44.0,19.0,37.0,17.0,2.0,,,,56.0,0.0,56.0,9.0,47.0,5.0,51.0,25.0,15.0,10.0,3.0,,,0.0,,21.0,7.0,18.0,6.0,1.0,,,,25.0,0.0,25.0,6.0,19.0,2.0,23.0,'014901101,107 S PONDALILY,LITTLE RIVER,76554,INDEPENDENT
14902001,BARTLETT ISD,BARTLETT SCHOOL,3,3.0,0.0,3.0,3.0,,,,,,3.0,,3.0,,,,,3.0,,3.0,,3.0,3.0,0.0,15.0,6.0,9.0,10.0,,,,,,12.0,,12.0,,,,,15.0,,15.0,,15.0,6.0,9.0,8.0,5.0,3.0,6.0,,,,,,6.0,,6.0,,,,,8.0,,8.0,,8.0,2.0,6.0,2.0,0.0,2.0,1.0,,,,,,2.0,,2.0,,,,,2.0,,2.0,,2.0,0.0,2.0,'014902001,404 N ROBINSON,BARTLETT,76511-0170,INDEPENDENT
14903102,BELTON ISD,LEON HEIGHTS EL,3,6.0,1.0,5.0,1.0,,,,,5.0,4.0,2.0,4.0,,,,,6.0,,4.0,0.0,6.0,6.0,0.0,33.0,14.0,19.0,12.0,,,,,17.0,12.0,21.0,11.0,,,,,33.0,,32.0,12.0,21.0,12.0,21.0,18.0,6.0,12.0,5.0,,,,,12.0,3.0,15.0,3.0,,,,,18.0,,18.0,8.0,10.0,4.0,14.0,8.0,4.0,4.0,3.0,,,,,5.0,1.0,7.0,1.0,,,,,8.0,,8.0,4.0,4.0,2.0,6.0,'014903102,1501 N MAIN,BELTON,76513,INDEPENDENT
14903103,BELTON ISD,MILLER HEIGHTS,3,10.0,3.0,7.0,5.0,,,2.0,,2.0,10.0,0.0,10.0,,,,,10.0,3.0,7.0,0.0,10.0,9.0,1.0,43.0,16.0,27.0,17.0,,,5.0,,18.0,34.0,9.0,30.0,,,,,43.0,7.0,36.0,10.0,33.0,25.0,18.0,23.0,9.0,14.0,9.0,,,3.0,,9.0,18.0,5.0,16.0,,,,,23.0,4.0,19.0,8.0,15.0,10.0,13.0,6.0,3.0,3.0,2.0,,,0.0,,4.0,4.0,2.0,4.0,,,,,6.0,1.0,5.0,5.0,1.0,2.0,4.0,'014903103,1110 FAIRWAY DR,BELTON,76513,INDEPENDENT
14903104,BELTON ISD,SOUTHWEST ELEM.,3,29.0,13.0,16.0,20.0,,,,,6.0,28.0,1.0,25.0,,3.0,,,29.0,,26.0,2.0,27.0,22.0,7.0,32.0,17.0,15.0,21.0,,,,,10.0,28.0,4.0,21.0,,7.0,,,32.0,,31.0,10.0,22.0,16.0,16.0,9.0,7.0,2.0,5.0,,,,,4.0,8.0,1.0,6.0,,2.0,,,9.0,,9.0,6.0,3.0,1.0,8.0,3.0,2.0,1.0,1.0,,,,,2.0,3.0,0.0,2.0,,1.0,,,3.0,,3.0,2.0,1.0,1.0,2.0,'014903104,611 S SAUNDERS,BELTON,76513,INDEPENDENT
14903108,BELTON ISD,LAKEWOOD ELEM.,3,6.0,2.0,4.0,0.0,,,,,5.0,1.0,5.0,1.0,,,,,6.0,2.0,4.0,0.0,6.0,4.0,2.0,99.0,55.0,44.0,18.0,,,,,69.0,22.0,77.0,20.0,,,,,99.0,10.0,89.0,19.0,80.0,30.0,69.0,76.0,46.0,30.0,13.0,,,,,52.0,13.0,63.0,11.0,,,,,76.0,3.0,73.0,19.0,57.0,15.0,61.0,52.0,32.0,20.0,8.0,,,,,37.0,5.0,47.0,4.0,,,,,52.0,1.0,51.0,19.0,33.0,6.0,46.0,'014903108,11200 FM 2305,BELTON,76513,INDEPENDENT
14903109,BELTON ISD,SPARTA ELEM.,3,17.0,8.0,9.0,12.0,,,,,5.0,13.0,4.0,13.0,,,,,17.0,8.0,9.0,0.0,17.0,15.0,2.0,89.0,42.0,47.0,26.0,,,,,51.0,26.0,63.0,22.0,,,,,89.0,6.0,83.0,17.0,72.0,29.0,60.0,63.0,27.0,36.0,14.0,,,,,39.0,13.0,50.0,10.0,,,,,63.0,4.0,59.0,15.0,48.0,16.0,47.0,27.0,11.0,16.0,8.0,,,,,14.0,5.0,22.0,4.0,,,,,27.0,1.0,26.0,9.0,18.0,6.0,21.0,'014903109,1800 SPARTA RD,BELTON,76513,INDEPENDENT
